"","tr","ppt_sum_1weeklag","fit","lwrS","uprS"
"7203...491","Any WASH Intervention",29.5199998989701,3.81294050042976,3.24786332860174,4.47178821746437
"7203...492","Any WASH Intervention",29.5199998989701,3.81294050042976,3.25274769150227,4.46515781333827
"10824...493","Any WASH Intervention",29.5600000619888,3.81213250374835,3.24706578842386,4.47099017345446
"10824...494","Any WASH Intervention",29.5600000619888,3.81213250374835,3.25194997687244,4.4643595625166
"6603...495","Any WASH Intervention",30.0599996224046,3.80205770407198,3.23707109679957,4.46110871970185
"6603...496","Any WASH Intervention",30.0599996224046,3.80205770407198,3.24195350420684,4.45447478201443
"7918...497","Any WASH Intervention",30.0700007453561,3.80185665979244,3.23687071126378,4.460912829637
"7918...498","Any WASH Intervention",30.0700007453561,3.80185665979244,3.24175309049417,4.45427881155775
"9347...499","Any WASH Intervention",30.2800007555634,3.79763950396287,3.23265898513395,4.45681537394748
"9347...500","Any WASH Intervention",30.2800007555634,3.79763950396287,3.23754083898787,4.45017954427857
"6421...501","Any WASH Intervention",30.3000000715256,3.7972383120352,3.23225747851138,4.45642671799167
"6421...502","Any WASH Intervention",30.3000000715256,3.7972383120352,3.23713928888999,4.44979070355768
"10910...503","Any WASH Intervention",30.3299997448921,3.7966366497682,3.23165507463606,4.4558442285516
"10910...504","Any WASH Intervention",30.3299997448921,3.7966366497682,3.23653682192507,4.44920793299466
"11727...505","Any WASH Intervention",30.4199991598725,3.79483266066304,3.22984692634648,4.45410040277058
"11727...506","Any WASH Intervention",30.4199991598725,3.79483266066304,3.23472849961187,4.4474632353493
"9193...507","Any WASH Intervention",30.5399994254112,3.79242966768648,3.22743390006239,4.45178376650924
"9193...508","Any WASH Intervention",30.5399994254112,3.79242966768648,3.23231527665544,4.44514537044793
"7598...509","Any WASH Intervention",30.5599998608232,3.79202942181837,3.2270314860517,4.45139859229171
"7598...510","Any WASH Intervention",30.5599998608232,3.79202942181837,3.23191283377181,4.44475998413943
"7638...511","Any WASH Intervention",30.7800000086427,3.78763172880965,3.22260067406429,4.44717937796051
"7638...512","Any WASH Intervention",30.7800000086427,3.78763172880965,3.22748177718269,4.44053830000195
"10800...513","Any WASH Intervention",31.2800001502037,3.77767052451231,3.21250213011621,4.4377089306394
"10800...514","Any WASH Intervention",31.2800001502037,3.77767052451231,3.21738316564404,4.43106132117502
"6395...515","Any WASH Intervention",31.2899996191263,3.77747178647951,3.21229978205654,4.43752119310781
"6395...516","Any WASH Intervention",31.2899996191263,3.77747178647951,3.21718082301904,4.43087344021861
"12213...517","Any WASH Intervention",31.4799996986985,3.77369910540034,3.20845218715258,4.43396622626538
"12213...518","Any WASH Intervention",31.4799996986985,3.77369910540034,3.213333381009,4.42731565425094
"6516...519","Any WASH Intervention",31.6299996227026,3.7707254324495,3.20541096625564,4.43117600479446
"6516...520","Any WASH Intervention",31.6299996227026,3.7707254324495,3.21029234679751,4.42452308211405
"319...521","Any WASH Intervention",31.7299995422363,3.7687453165724,3.20338174497117,4.42932380348677
"319...522","Any WASH Intervention",31.7299995422363,3.7687453165724,3.20826328192601,4.42266925301143
"10309...523","Any WASH Intervention",31.8600000143051,3.76617394423782,3.20074171177507,4.42692537403386
"10309...524","Any WASH Intervention",31.8600000143051,3.76617394423782,3.20562348988836,4.42026863546574
"6558...525","Any WASH Intervention",32.3099996298552,3.75729743792583,3.19158618252484,4.41870464342043
"6558...526","Any WASH Intervention",32.3099996298552,3.75729743792583,3.19646911933513,4.41203971247049
"12199...527","Any WASH Intervention",32.3200002014637,3.75710060020348,3.19138242661085,4.41852337180137
"12199...528","Any WASH Intervention",32.3200002014637,3.75710060020348,3.19626539478563,4.41185824804108
"12002...529","Any WASH Intervention",32.7199995107949,3.74924286831486,3.18322300946528,4.41132287633526
"12002...530","Any WASH Intervention",32.7199995107949,3.74924286831486,3.18810742735085,4.40464966528889
"12215...531","Any WASH Intervention",32.8600002620369,3.74649970307673,3.180362917483,4.40882548706747
"12215...532","Any WASH Intervention",32.8600002620369,3.74649970307673,3.18524793130217,4.40214927473114
"9240...533","Any WASH Intervention",33.0100002977997,3.74356467596217,3.17729621677428,4.40616268767702
"9240...534","Any WASH Intervention",33.0100002977997,3.74356467596217,3.18218191898183,4.39948316311657
"8126...535","Any WASH Intervention",33.020000576973,3.74336915154869,3.17709168065891,4.40598563701121
"8126...536","Any WASH Intervention",33.020000576973,3.74336915154869,3.18197743057871,4.39930588810394
"330...537","Any WASH Intervention",33.1199996471405,3.7414150078573,3.17504583199859,4.40421844124431
"330...538","Any WASH Intervention",33.1199996471405,3.7414150078573,3.17993207142513,4.39753642487035
"6384...539","Any WASH Intervention",33.2499997802079,3.73887738846425,3.17238469936796,4.40192984615926
"6384...540","Any WASH Intervention",33.2499997802079,3.73887738846425,3.17727160862407,4.3952448169785
"9256...541","Any WASH Intervention",33.3000007364899,3.73790220431047,3.1713607267555,4.40105223202377
"9256...542","Any WASH Intervention",33.3000007364899,3.73790220431047,3.17624790362951,4.39436602460034
"10799...543","Any WASH Intervention",34.2999998182058,3.7184970484258,3.15083533479181,4.3838007706147
"10799...544","Any WASH Intervention",34.2999998182058,3.7184970484258,3.1557289866297,4.37708879670212
"10446...545","Any WASH Intervention",34.66000020504,3.71155695110119,3.14342744175522,4.37772674414575
"10446...546","Any WASH Intervention",34.66000020504,3.71155695110119,3.1483239245101,4.37100450487832
"10727...547","Any WASH Intervention",35.0600000172853,3.70387417387144,3.1351870513325,4.37105981290077
"10727...548","Any WASH Intervention",35.0600000172853,3.70387417387144,3.14008697173476,4.36432558238921
"1315...549","Any WASH Intervention",35.1100001335144,3.70291592851531,3.13415637843561,4.37023241690572
"1315...550","Any WASH Intervention",35.1100001335144,3.70291592851531,3.13905674955399,4.36349664514978
"10663...551","Any WASH Intervention",35.3000002503395,3.69927886786469,3.13023868910933,4.36710027125863
"10663...552","Any WASH Intervention",35.3000002503395,3.69927886786469,3.13514081454171,4.36035855855972
"10612...553","Any WASH Intervention",35.3100003786385,3.69908762837249,3.13003244449984,4.36693594119663
"10612...554","Any WASH Intervention",35.3100003786385,3.69908762837249,3.13493466407335,4.3601939121454
"8455...555","Any WASH Intervention",35.3799995183945,3.6977495094064,3.12858864049143,4.36578711267426
"8455...556","Any WASH Intervention",35.3799995183945,3.6977495094064,3.13349152404716,4.3590428590252
"10443...557","Any WASH Intervention",35.6000002324581,3.69354989584588,3.12404951895976,4.36219290986056
"10443...558","Any WASH Intervention",35.6000002324581,3.69354989584588,3.12895454580779,4.35544154945817
"12104...559","Any WASH Intervention",35.6599995680153,3.6924061347774,3.12281125434327,4.36121699047219
"12104...560","Any WASH Intervention",35.6599995680153,3.6924061347774,3.12771688039039,4.35446366190723
"9362...561","Any WASH Intervention",35.6600004136562,3.69240611866178,3.12281123688999,4.36121697673034
"9362...562","Any WASH Intervention",35.6600004136562,3.69240611866178,3.12771686294559,4.35446364813755
"10729...563","Any WASH Intervention",35.8399997055531,3.6889788526279,3.11909562118343,4.35830016437995
"10729...564","Any WASH Intervention",35.8399997055531,3.6889788526279,3.12400308193141,4.35154085519509
"8356...565","Any WASH Intervention",36.3800007402897,3.67873337152496,3.10794274318992,4.34964686949428
"8356...566","Any WASH Intervention",36.3800007402897,3.67873337152496,3.11285603201973,4.34286894956839
"7945...567","Any WASH Intervention",37.0400002151728,3.66628525762411,3.09430358976893,4.33926323880424
"7945...568","Any WASH Intervention",37.0400002151728,3.66628525762411,3.09922462687777,4.33246126622658
"10803...569","Any WASH Intervention",37.6399997472763,3.65503953272061,3.08190204281874,4.33000077099154
"10803...570","Any WASH Intervention",37.6399997472763,3.65503953272061,3.08683067779998,4.32317575473393
"10468...571","Any WASH Intervention",37.6400002837181,3.65503952269626,3.08190203173143,4.33000076278373
"10468...572","Any WASH Intervention",37.6400002837181,3.65503952269626,3.08683066671969,4.32317574650503
"6667...573","Any WASH Intervention",37.7099997252226,3.65373191961028,3.08045528658509,4.32893084174247
"6667...574","Any WASH Intervention",37.7099997252226,3.65373191961028,3.08538484043032,4.32210306713132
"10710...575","Any WASH Intervention",37.8899999707937,3.65037369119874,3.07673527953868,4.32618966861248
"10710...576","Any WASH Intervention",37.8899999707937,3.65037369119874,3.08166722615532,4.31935473588222
"259...577","Any WASH Intervention",37.9500002861023,3.64925562487517,3.0754953620047,4.32527914495562
"259...578","Any WASH Intervention",37.9500002861023,3.64925562487517,3.08042811567453,4.31844180552944
"7834...579","Any WASH Intervention",38.0700001418591,3.64702152788662,3.07301570538959,4.32346287990834
"7834...580","Any WASH Intervention",38.0700001418591,3.64702152788662,3.07795008711621,4.31662069652568
"1443...581","Any WASH Intervention",38.2699995040894,3.64330402899319,3.06888352030952,4.32044980140288
"1443...582","Any WASH Intervention",38.2699995040894,3.64330402899319,3.07382065611819,4.31359945527936
"651...583","Any WASH Intervention",38.3999993875623,3.64089166340475,3.06619804244261,4.31850060895873
"651...584","Any WASH Intervention",38.3999993875623,3.64089166340475,3.07113699510793,4.31164489796278
"10563...585","Any WASH Intervention",38.4900009334087,3.63922338670511,3.06433906794618,4.31715540479198
"10563...586","Any WASH Intervention",38.4900009334087,3.63922338670511,3.06927929054409,4.31029595270823
"289...587","Any WASH Intervention",38.7599997520447,3.6342277592303,3.05876358748885,4.31314058624611
"289...588","Any WASH Intervention",38.7599997520447,3.6342277592303,3.06370767779447,4.30626978139756
"10328...589","Any WASH Intervention",39.0399998575449,3.62906149275122,3.0529840110064,4.30900942710482
"10328...590","Any WASH Intervention",39.0399998575449,3.62906149275122,3.05793220143574,4.30212664790545
"12161...591","Any WASH Intervention",39.3699995651841,3.62299151965328,3.04617614624142,4.30418212236084
"12161...592","Any WASH Intervention",39.3699995651841,3.62299151965328,3.05112928064723,4.29728497573299
"6620...593","Any WASH Intervention",39.4899998232722,3.62078930188071,3.04370169292785,4.30243771299756
"6620...594","Any WASH Intervention",39.4899998232722,3.62078930188071,3.04865665405223,4.29553527523295
"6394...595","Any WASH Intervention",39.5700000524521,3.61932265244041,3.04205242198992,4.30127799007623
"6394...596","Any WASH Intervention",39.5700000524521,3.61932265244041,3.04700860926682,4.29437200552413
"7727...597","Any WASH Intervention",39.9000001847744,3.61328539495758,3.03525251779889,4.29652105638081
"7727...598","Any WASH Intervention",39.9000001847744,3.61328539495758,3.04021383159977,4.28960028074605
"633...599","Any WASH Intervention",40.1800010949373,3.60817883520317,3.0294874490621,4.29251835102529
"633...600","Any WASH Intervention",40.1800010949373,3.60817883520317,3.03445319631179,4.28558482760438
"7899...601","Any WASH Intervention",40.5200001001358,3.60199776666927,3.02249330154606,4.28769848528422
"7899...602","Any WASH Intervention",40.5200001001358,3.60199776666927,3.02746453045947,4.28074924686075
"1295...603","Any WASH Intervention",40.7399995326996,3.59800977188099,3.0179716404227,4.28460302860424
"1295...604","Any WASH Intervention",40.7399995326996,3.59800977188099,3.02294647116008,4.27764348819194
"10284...605","Any WASH Intervention",40.9599995315075,3.59403081864264,3.01345330684558,4.28152556427764
"10284...606","Any WASH Intervention",40.9599995315075,3.59403081864264,3.01843178070736,4.27455562005011
"10350...607","Any WASH Intervention",40.9700001403689,3.5938501611947,3.01324799790014,4.28138609479645
"10350...608","Any WASH Intervention",40.9700001403689,3.5938501611947,3.01822663832524,4.27441567526177
"6325...609","Any WASH Intervention",41.2200003713369,3.58934007328239,3.00811799857326,4.27791142573431
"6325...610","Any WASH Intervention",41.2200003713369,3.58934007328239,3.013100829143,4.27092905826497
"10735...611","Any WASH Intervention",41.6100006103516,3.58232767374056,3.00012493525782,4.27253588694269
"10735...612","Any WASH Intervention",41.6100006103516,3.58232767374056,3.00511439980455,4.26553463361434
"8510...613","Any WASH Intervention",41.8800010681152,3.57748958835465,2.99459866416733,4.26884585805488
"8510...614","Any WASH Intervention",41.8800010681152,3.57748958835465,2.99959278736623,4.26183135961079
"10924...615","Any WASH Intervention",42.4000000953674,3.56821022183883,2.98397385073218,4.26181007888174
"10924...616","Any WASH Intervention",42.4000000953674,3.56821022183883,2.98897708755242,4.25476969673858
"1309...617","Any WASH Intervention",42.5,3.56643152050209,2.98193352634256,4.26046755711829
"1309...618","Any WASH Intervention",42.5,3.56643152050209,2.98693853597015,4.25342214277431
"10584...619","Any WASH Intervention",42.5400003343821,3.56572055660883,2.98111766132593,4.25993148059037
"10584...620","Any WASH Intervention",42.5400003343821,3.56572055660883,2.98612338183016,4.25288404855009
"11906...621","Any WASH Intervention",42.5799996256828,3.56500991024681,2.9803019746381,4.25939595165127
"11906...622","Any WASH Intervention",42.5799996256828,3.56500991024681,2.98530840698713,4.2523464992461
"1178...623","Any WASH Intervention",42.7099992036819,3.56270234101143,2.97765205055566,4.2576591276503
"1178...624","Any WASH Intervention",42.7099992036819,3.56270234101143,2.98266080315634,4.25060309032859
"10323...625","Any WASH Intervention",42.7899998426437,3.56128385208888,2.97602215307057,4.25659307750059
"10323...626","Any WASH Intervention",42.7899998426437,3.56128385208888,2.9810323385628,4.2495329738517
"9075...627","Any WASH Intervention",43.139999806881,3.55509207313753,2.96889916250452,4.25195375643823
"9075...628","Any WASH Intervention",43.139999806881,3.55509207313753,2.97391566028699,4.24487573986934
"6373...629","Any WASH Intervention",43.1800003945827,3.55438588806281,2.96808591502159,4.25142606899257
"6373...630","Any WASH Intervention",43.1800003945827,3.55438588806281,2.97310313858507,4.24434599270127
"5199...631","Any WASH Intervention",44.2400002367795,3.53578115355245,2.94660026557931,4.2376265461066
"5199...632","Any WASH Intervention",44.2400002367795,3.53578115355245,2.95163701802832,4.23049100608944
"678...633","Any WASH Intervention",44.5099999979138,3.531075742901,2.94114860530712,4.23416683513119
"678...634","Any WASH Intervention",44.5099999979138,3.531075742901,2.94619041477328,4.22701691071897
"3795...635","Any WASH Intervention",44.5699996948242,3.53003194859086,2.93993835027152,4.23340098423643
"3795...636","Any WASH Intervention",44.5699996948242,3.53003194859086,2.94498128761544,4.22624784994497
"10144...637","Any WASH Intervention",44.6200000047684,3.52916262355503,2.93893013610345,4.23276358754647
"10144...638","Any WASH Intervention",44.6200000047684,3.52916262355503,2.94397401446176,4.22560777467317
"10086...639","Any WASH Intervention",44.7900007739663,3.52621041392592,2.93550456657706,4.23060198826526
"10086...640","Any WASH Intervention",44.7900007739663,3.52621041392592,2.9405516517348,4.22343704367919
"8088...641","Any WASH Intervention",45.1200003623962,3.5204950847679,2.92886552174813,4.22643020220758
"8088...642","Any WASH Intervention",45.1200003623962,3.5204950847679,2.93391886290573,4.21924742558248
"11040...643","Any WASH Intervention",45.200000166893,3.51911261258236,2.92725819111738,4.22542363131182
"11040...644","Any WASH Intervention",45.200000166893,3.51911261258236,2.93231305477183,4.21823651122838
"10788...645","Any WASH Intervention",45.3899999856949,3.51583402236959,2.92344416681439,4.22304040668972
"10788...646","Any WASH Intervention",45.3899999856949,3.51583402236959,2.9285026551717,4.21584293953891
"4280...647","Any WASH Intervention",46.370000064373,3.49903032831383,2.90385008792159,4.21090967124322
"4280...648","Any WASH Intervention",46.370000064373,3.49903032831383,2.90892744823476,4.20365816983891
"4285...649","Any WASH Intervention",46.7199991941452,3.49307242876076,2.89688517695915,4.20664131590557
"4285...650","Any WASH Intervention",46.7199991941452,3.49307242876076,2.90196933928667,4.19937026350747
"8699...651","Any WASH Intervention",46.9699991140515,3.48883075856322,2.89192122600971,4.20361260269379
"8699...652","Any WASH Intervention",46.9699991140515,3.48883075856322,2.89701026390669,4.19632750916142
"9855...653","Any WASH Intervention",47.0599996596575,3.48730659937146,2.89013646743208,4.20252631917787
"9855...654","Any WASH Intervention",47.0599996596575,3.48730659937146,2.89522726375329,4.19523615574299
"10172...655","Any WASH Intervention",47.1900005191565,3.48510770005029,2.88756062763342,4.20096100965936
"10172...656","Any WASH Intervention",47.1900005191565,3.48510770005029,2.89265396674258,4.19366350923848
"6713...657","Any WASH Intervention",47.1999988555908,3.48493871363706,2.8873626258855,4.20084080581194
"6713...658","Any WASH Intervention",47.1999988555908,3.48493871363706,2.89245616069523,4.193542740437
"10613...659","Any WASH Intervention",47.5400007665157,3.47920327479653,2.88063845736124,4.19676868342098
"10613...660","Any WASH Intervention",47.5400007665157,3.47920327479653,2.88573865800316,4.18945135066387
"9922...661","Any WASH Intervention",48.5799996927381,3.46179337313167,2.86018234220107,4.18449623150424
"9922...662","Any WASH Intervention",48.5799996927381,3.46179337313167,2.86530304215246,4.17711933164601
"8512...663","Any WASH Intervention",49.2900006119162,3.45002341099236,2.84631715811252,4.17627202307129
"8512...664","Any WASH Intervention",49.2900006119162,3.45002341099236,2.85145192163872,4.16885395888543
"8813...665","Any WASH Intervention",49.4299998395145,3.44771366242177,2.84359305198041,4.17466473752918
"8813...666","Any WASH Intervention",49.4299998395145,3.44771366242177,2.84873059303244,4.1672385128145
"4317...667","Any WASH Intervention",49.4800003170967,3.44688962359796,2.84262093883213,4.17409183222334
"4317...668","Any WASH Intervention",49.4800003170967,3.44688962359796,2.84775947214993,4.16666268965142
"9946...669","Any WASH Intervention",49.5599998980761,3.44557214844082,2.8410664558645,4.17317643421548
"9946...670","Any WASH Intervention",49.5599998980761,3.44557214844082,2.84620657706341,4.16574261953233
"8763...671","Any WASH Intervention",49.7099993526936,3.44310508769741,2.8381547085421,4.1714641490304
"8763...672","Any WASH Intervention",49.7099993526936,3.44310508769741,2.84329780786984,4.16402156230601
"10786...673","Any WASH Intervention",49.740000128746,3.44261216327474,2.83757279927476,4.17112231985046
"10786...674","Any WASH Intervention",49.740000128746,3.44261216327474,2.84271649436709,4.1636779768378
"10226...675","Any WASH Intervention",49.8899998366833,3.44015012085831,2.83466562945998,4.16941639861741
"10226...676","Any WASH Intervention",49.8899998366833,3.44015012085831,2.83981230382903,4.16196326539964
"7378...677","Any WASH Intervention",50.0899995565414,3.436873905566,2.83079537758219,4.16715003646948
"7378...678","Any WASH Intervention",50.0899995565414,3.436873905566,2.83594602551416,4.15968515999994
"8733...679","Any WASH Intervention",50.400000333786,3.43181045231688,2.82481005855496,4.16365554471708
"8733...680","Any WASH Intervention",50.400000333786,3.43181045231688,2.82996686746322,4.15617241571629
"762...681","Any WASH Intervention",50.7600005418062,3.42595274636884,2.81788030633488,4.15962520747148
"762...682","Any WASH Intervention",50.7600005418062,3.42595274636884,2.82304427137308,4.15212080796714
"9902...683","Any WASH Intervention",51.2500003762543,3.41801847104062,2.80848470396256,4.15418682990168
"9902...684","Any WASH Intervention",51.2500003762543,3.41801847104062,2.81365840852087,4.14665335742511
"4447...685","Any WASH Intervention",51.2599991559982,3.41785703125288,2.80829342263564,4.15407641924771
"4447...686","Any WASH Intervention",51.2599991559982,3.41785703125288,2.81346732589802,4.1465423521149
"10285...687","Any WASH Intervention",51.3500012941658,3.41640469741029,2.80657244034019,4.15308358588804
"10285...688","Any WASH Intervention",51.3500012941658,3.41640469741029,2.8117481320984,4.14554416361158
"854...689","Any WASH Intervention",51.9000005275011,3.40756224071005,2.79608707951813,4.14705556220407
"854...690","Any WASH Intervention",51.9000005275011,3.40756224071005,2.80127369533819,4.13948332152905
"8673...691","Any WASH Intervention",52.1099994182587,3.40420086306819,2.79209797270198,4.14477155563531
"8673...692","Any WASH Intervention",52.1099994182587,3.40420086306819,2.79728875627764,4.13718674363363
"10306...693","Any WASH Intervention",52.2700013704598,3.40164526450776,2.78906397330793,4.14303779640478
"10306...694","Any WASH Intervention",52.2700013704598,3.40164526450776,2.79425793086106,4.13544339160758
"10228...695","Any WASH Intervention",52.2800001055002,3.4014857195323,2.78887452937583,4.14292963647134
"10228...696","Any WASH Intervention",52.2800001055002,3.4014857195323,2.7940686852281,4.1353346317992
"8543...697","Any WASH Intervention",52.5200016312301,3.3976617001818,2.78433274922451,4.14033995789434
"8543...698","Any WASH Intervention",52.5200016312301,3.3976617001818,2.78953166310089,4.13273054016173
"4421...699","Any WASH Intervention",52.6699992418289,3.39527717019961,2.78149955648455,4.1387277634099
"4421...700","Any WASH Intervention",52.6699992418289,3.39527717019961,2.78670144219608,4.13110932416726
"1600...701","Any WASH Intervention",52.6999991424382,3.39480075925034,2.78093340670867,4.13840590145621
"1600...702","Any WASH Intervention",52.6999991424382,3.39480075925034,2.78613588661116,4.13078565666188
"4334...703","Any WASH Intervention",52.7300003170967,3.3943244950922,2.78036739844753,4.13808421915192
"4334...704","Any WASH Intervention",52.7300003170967,3.3943244950922,2.78557047250314,4.13046216832409
"10716...705","Any WASH Intervention",52.8799994364381,3.39194578656411,2.77753997118344,4.13647877440885
"10716...706","Any WASH Intervention",52.8799994364381,3.39194578656411,2.78274601489804,4.12884768779852
"8665...707","Any WASH Intervention",53.3100004196167,3.38514990163919,2.76945767140684,4.13190306010867
"8665...708","Any WASH Intervention",53.3100004196167,3.38514990163919,2.77467221852782,4.12424601653506
"10322...709","Any WASH Intervention",53.3500001430511,3.38451947572456,2.7687075812777,4.13147941076321
"10322...710","Any WASH Intervention",53.3500001430511,3.38451947572456,2.7739229186232,4.12381994863633
"11862...711","Any WASH Intervention",53.880000770092,3.3761942746767,2.75879700662878,4.12589780750854
"11862...712","Any WASH Intervention",53.880000770092,3.3761942746767,2.7640228006745,4.1182062381141
"6816...713","Any WASH Intervention",53.8899993598461,3.37603771826133,2.75861054685482,4.12579307493146
"6816...714","Any WASH Intervention",53.8899993598461,3.37603771826133,2.76383653790833,4.11810089875912
"9059...715","Any WASH Intervention",53.8900008201599,3.37603769539731,2.75861051962337,4.12579305963658
"9059...716","Any WASH Intervention",53.8900008201599,3.37603769539731,2.76383651070565,4.11810088337561
"8003...717","Any WASH Intervention",54.0400014072657,3.37369123312157,2.75581547344786,4.12422434461231
"8003...718","Any WASH Intervention",54.0400014072657,3.37369123312157,2.7610444188521,4.11652306076243
"8602...719","Any WASH Intervention",54.0799994468689,3.37306624725022,2.75507088226919,4.12380683363161
"8602...720","Any WASH Intervention",54.0799994468689,3.37306624725022,2.76030061505793,4.11610311977514
"9448...721","Any WASH Intervention",54.2200009319931,3.37088100144858,2.75246703258704,4.1223480744923
"9448...722","Any WASH Intervention",54.2200009319931,3.37088100144858,2.75769952005262,4.11463585037937
"11264...723","Any WASH Intervention",54.3599995970726,3.36869943170101,2.74986693498799,4.12089340562554
"11264...724","Any WASH Intervention",54.3599995970726,3.36869943170101,2.75510217495727,4.11317266417003
"6960...725","Any WASH Intervention",54.4999997410923,3.36652147045959,2.74727051667137,4.11944277067333
"6960...726","Any WASH Intervention",54.4999997410923,3.36652147045959,2.75250850699963,4.11171350464912
"11633...727","Any WASH Intervention",54.6500015258789,3.364191944611,2.74449273093799,4.11789298268799
"11633...728","Any WASH Intervention",54.6500015258789,3.364191944611,2.74973366563718,4.11015457531374
"6781...729","Any WASH Intervention",54.6599997282028,3.36403682081754,2.74430773246926,4.11778984773816
"6781...730","Any WASH Intervention",54.6599997282028,3.36403682081754,2.74954886332968,4.11005083077452
"6891...731","Any WASH Intervention",54.7699997425079,3.36233137450612,2.74227363674131,4.11665651371494
"6891...732","Any WASH Intervention",54.7699997425079,3.36233137450612,2.74751692498867,4.10891078775196
"9791...733","Any WASH Intervention",55.0599995329976,3.35784594298772,2.73692205960321,4.11368050935407
"9791...734","Any WASH Intervention",55.0599995329976,3.35784594298772,2.7421710285514,4.10591707606113
"4486...735","Any WASH Intervention",55.1100002527237,3.35707415496839,2.73600097990519,4.11316913272019
"4486...736","Any WASH Intervention",55.1100002527237,3.35707415496839,2.74125092725811,4.10540264351459
"9112...737","Any WASH Intervention",55.3600014448166,3.3532221943554,2.7314027886192,4.1106199025865
"9112...738","Any WASH Intervention",55.3600014448166,3.3532221943554,2.73665762322767,4.10283812154912
"6998...739","Any WASH Intervention",55.3999978993088,3.35260701172574,2.73066825585536,4.11021324121043
"6998...740","Any WASH Intervention",55.3999978993088,3.35260701172574,2.73592387161055,4.1024290118132
"8836...741","Any WASH Intervention",56.0899996906519,3.34204074493257,2.71804474209854,4.10324852877446
"8836...742","Any WASH Intervention",56.0899996906519,3.34204074493257,2.72331380034891,4.09542198203179
"6621...743","Any WASH Intervention",56.4800009429455,3.33610745653548,2.71095028441193,4.09935417861831
"6621...744","Any WASH Intervention",56.4800009429455,3.33610745653548,2.71622691130477,4.09150364998327
"1701...745","Any WASH Intervention",57.0600000172853,3.32733563061802,2.70045410552231,4.09361846724084
"1701...746","Any WASH Intervention",57.0600000172853,3.32733563061802,2.70574194674424,4.08573219441917
"10980...747","Any WASH Intervention",57.0800006389618,3.32703425264361,2.70009332285355,4.09342186216077
"10980...748","Any WASH Intervention",57.0800006389618,3.32703425264361,2.70538154987272,4.08553435512816
"10453...749","Any WASH Intervention",57.3600003812462,3.3228228537498,2.69505071531236,4.0906777268815
"10453...750","Any WASH Intervention",57.3600003812462,3.3228228537498,2.70034433671678,4.08277293061753
"11267...751","Any WASH Intervention",57.7300001382828,3.31727999444313,2.68841076182876,4.08707506736659
"11267...752","Any WASH Intervention",57.7300001382828,3.31727999444313,2.69371149222598,4.07914739457975
"6697...753","Any WASH Intervention",57.9199999570847,3.31444348247671,2.68501147906172,4.08523540671615
"6697...754","Any WASH Intervention",57.9199999570847,3.31444348247671,2.69031585126029,4.07729597378998
"8580...755","Any WASH Intervention",58.9100017547607,3.29977147177257,2.66741436542017,4.07576238724774
"8580...756","Any WASH Intervention",58.9100017547607,3.29977147177257,2.67273761277489,4.06776154888912
"6602...757","Any WASH Intervention",59.1599997282028,3.29609503057781,2.66300134596947,4.07339985037677
"6602...758","Any WASH Intervention",59.1599997282028,3.29609503057781,2.66832933195046,4.0653834743727
"953...759","Any WASH Intervention",59.329999871552,3.29360160568803,2.66000755822997,4.07180006981598
"953...760","Any WASH Intervention",59.329999871552,3.29360160568803,2.66533875985463,4.063773121549
"917...761","Any WASH Intervention",59.3499999046326,3.29330861134168,2.65965572562466,4.07161221886212
"917...762","Any WASH Intervention",59.3499999046326,3.29330861134168,2.6649873052025,4.06358402645987
"1162...763","Any WASH Intervention",59.4400007911026,3.29199103770759,2.65807345159904,4.07076781540616
"1162...764","Any WASH Intervention",59.4400007911026,3.29199103770759,2.66340673104035,4.06273402348492
"10229...765","Any WASH Intervention",59.4499998092651,3.29184474853078,2.65789776195378,4.07067409707237
"10229...766","Any WASH Intervention",59.4499998092651,3.29184474853078,2.66323123015321,4.06263968296302
"10941...767","Any WASH Intervention",59.5499994754791,3.29038273084712,2.65614179501849,4.06973785916399
"10941...768","Any WASH Intervention",59.5499994754791,3.29038273084712,2.66147714992607,4.06169722164443
"5262...769","Any WASH Intervention",59.7600001879036,3.28731846645432,2.65246073263234,4.06777785625288
"5262...770","Any WASH Intervention",59.7600001879036,3.28731846645432,2.65780004338332,4.05972414404736
"11801...771","Any WASH Intervention",59.7799988165498,3.2870270761476,2.65211063965253,4.06759163360471
"11801...772","Any WASH Intervention",59.7799988165498,3.2870270761476,2.6574503266772,4.05953667590519
"8771...773","Any WASH Intervention",60.0999996960163,3.28237451097069,2.64651962846634,4.06462201827909
"8771...774","Any WASH Intervention",60.0999996960163,3.28237451097069,2.65186532562651,4.0565471227078
"9959...775","Any WASH Intervention",60.5499999523163,3.27586372913048,2.63869199032938,4.06047821617011
"9959...776","Any WASH Intervention",60.5499999523163,3.27586372913048,2.64404610470211,4.05237525731932
"9739...777","Any WASH Intervention",60.6099999230355,3.27499843942203,2.63765137737139,4.05992854075251
"9739...778","Any WASH Intervention",60.6099999230355,3.27499843942203,2.64300661093981,4.05182183800636
"5996...779","Any WASH Intervention",60.8400000333786,3.27168762293416,2.63366906323657,4.05782759385389
"5996...780","Any WASH Intervention",60.8400000333786,3.27168762293416,2.63902858021097,4.04970653513111
"10235...781","Any WASH Intervention",60.9799988362938,3.26967712148581,2.6312502809354,4.05655352813362
"10235...782","Any WASH Intervention",60.9799988362938,3.26967712148581,2.63661239981738,4.04842372780141
