"","tr","ppt_sum_1weeklag","fit","lwrS","uprS"
"1294...67","Any WASH Intervention",1.23999994620681,4.4535868618226,3.62938308032552,5.45436729143297
"1294...68","Any WASH Intervention",1.23999994620681,4.4535868618226,3.63635711235516,5.44410354846953
"2332...69","Any WASH Intervention",1.26999998092651,4.45284198629776,3.62924077362197,5.45277177755632
"2332...70","Any WASH Intervention",1.26999998092651,4.45284198629776,3.63621014378048,5.44251732453554
"2454...71","Any WASH Intervention",1.33000001311302,4.45135259547222,3.62895465704861,5.44958431698614
"2454...72","Any WASH Intervention",1.33000001311302,4.45135259547222,3.6359147159488,5.43934840625185
"11448...73","Any WASH Intervention",1.33999994397163,4.45110441210408,3.62890677603837,5.44905354001697
"11448...74","Any WASH Intervention",1.33999994397163,4.45110441210408,3.63586528469511,5.43882071476579
"918...75","Any WASH Intervention",1.34000001102686,4.45110441043992,3.62890677571711,5.44905353645825
"918...76","Any WASH Intervention",1.34000001102686,4.45110441043992,3.63586528436346,5.43882071122775
"20...77","Any WASH Intervention",1.41999997198582,4.4491194101002,3.62852171058899,5.44481205602053
"20...78","Any WASH Intervention",1.41999997198582,4.4491194101002,3.63546783394475,5.43460386463111
"1986...79","Any WASH Intervention",1.44999998807907,4.44837525398972,3.62837638543742,5.44322368407847
"1986...80","Any WASH Intervention",1.44999998807907,4.44837525398972,3.63531787199729,5.43302470737406
"1179...81","Any WASH Intervention",1.4799999371171,4.44763121946787,3.62823055433257,5.44163650868742
"1179...82","Any WASH Intervention",1.4799999371171,4.44763121946787,3.63516740831689,5.43144673408462
"1805...83","Any WASH Intervention",1.50999999046326,4.44688730231556,3.62808421552963,5.44005052159951
"1805...84","Any WASH Intervention",1.50999999046326,4.44688730231556,3.63501644114125,5.4298699365615
"512...85","Any WASH Intervention",1.5199999473989,4.44663935810256,3.62803532335961,5.43952212788696
"512...86","Any WASH Intervention",1.5199999473989,4.44663935810256,3.63496600712881,5.4293446032245
"2151...87","Any WASH Intervention",1.51999998092651,4.44663935727128,3.62803532319559,5.4395221261156
"2151...88","Any WASH Intervention",1.51999998092651,4.44663935727128,3.63496600695962,5.42934460146339
"892...89","Any WASH Intervention",1.5799999460578,4.44515196649251,3.62774078162511,5.43635454122006
"892...90","Any WASH Intervention",1.5799999460578,4.44515196649251,3.63466222418388,5.426195349536
"2799...91","Any WASH Intervention",1.57999995350838,4.44515196630784,3.6277407815884,5.43635454082701
"2799...92","Any WASH Intervention",1.57999995350838,4.44515196630784,3.63466222414603,5.42619534914523
"2486...93","Any WASH Intervention",1.5900000333786,4.44490411240655,3.62769149267964,5.43582707064198
"2486...94","Any WASH Intervention",1.5900000333786,4.44490411240655,3.63461139667361,5.4256709295867
"5034...95","Any WASH Intervention",1.63999998569489,4.44366505413987,3.62744419878114,5.43319173863267
"5034...96","Any WASH Intervention",1.63999998569489,4.44366505413987,3.63435641711874,5.42305082958447
"2920...97","Any WASH Intervention",1.64000001549721,4.44366505340143,3.62744419863332,5.43319173706288
"2920...98","Any WASH Intervention",1.64000001549721,4.44366505340143,3.63435641696634,5.42305082802374
"11750...99","Any WASH Intervention",1.65000002272427,4.44341728137434,3.62739456922275,5.43266506906024
"11750...100","Any WASH Intervention",1.65000002272427,4.44341728137434,3.63430525184288,5.42252720222824
"63...101","Any WASH Intervention",1.68000000342727,4.44267404641713,3.62724533949208,5.43108586632863
"63...102","Any WASH Intervention",1.68000000342727,4.44267404641713,3.63415141782779,5.42095711770282
"41...103","Any WASH Intervention",1.69999994337559,4.44217862438652,3.62714556815152,5.43003373323005
"41...104","Any WASH Intervention",1.69999994337559,4.44217862438652,3.63404857934815,5.4199110563895
"1261...105","Any WASH Intervention",1.77000000327826,4.44044506144531,3.62679456680049,5.42635545440354
"1261...106","Any WASH Intervention",1.77000000327826,4.44044506144531,3.63368685798394,5.41625398473639
"638...107","Any WASH Intervention",1.96999998390675,4.43549564058612,3.62577618788506,5.41588218726387
"638...108","Any WASH Intervention",1.96999998390675,4.43549564058612,3.63263798006177,5.40584093039486
"10997...109","Any WASH Intervention",2.03000004403293,4.43401185733627,3.62546616197416,5.41275065616669
"10997...110","Any WASH Intervention",2.03000004403293,4.43401185733627,3.63231884215732,5.40272735346033
"873...111","Any WASH Intervention",2.03999998420477,4.4337646087796,3.6254142878471,5.41222920793599
"873...112","Any WASH Intervention",2.03999998420477,4.4337646087796,3.63226545107824,5.40220889264011
"1776...113","Any WASH Intervention",2.03999999165535,4.43376460859539,3.62541428780843,5.41222920754752
"1776...114","Any WASH Intervention",2.03999999165535,4.43376460859539,3.63226545103844,5.40220889225388
"721...115","Any WASH Intervention",2.08999998867512,4.43252855969308,3.62515404149012,5.40962396694533
"721...116","Any WASH Intervention",2.08999998867512,4.43252855969308,3.6319976272335,5.39961856765514
"269...117","Any WASH Intervention",2.11000001057982,4.43203423348853,3.62504953428871,5.40858281086734
"269...118","Any WASH Intervention",2.11000001057982,4.43203423348853,3.63189009245542,5.39858336811723
"11586...119","Any WASH Intervention",2.14999998547137,4.43104574387793,3.62483981841518,5.40650211740211
"11586...120","Any WASH Intervention",2.14999998547137,4.43104574387793,3.63167432731901,5.39651457078537
"11828...121","Any WASH Intervention",2.15999997407198,4.43079865517372,3.62478724306658,5.40598228095865
"11828...122","Any WASH Intervention",2.15999997407198,4.43079865517372,3.6316202408824,5.39599770484617
"954...123","Any WASH Intervention",2.15999998897314,4.43079865480554,3.62478724298819,5.40598228018413
"954...124","Any WASH Intervention",2.15999998897314,4.43079865480554,3.63162024080175,5.39599770407608
"1615...125","Any WASH Intervention",2.52999992668629,4.42166582287846,3.62280046077145,5.38684327853678
"1615...126","Any WASH Intervention",2.52999992668629,4.42166582287846,3.6295778965629,5.37696761716311
"3915...127","Any WASH Intervention",2.53999996185303,4.42141924479366,3.62274563430635,5.38632858032148
"3915...128","Any WASH Intervention",2.53999996185303,4.42141924479366,3.62952157791088,5.37645583568335
"386...129","Any WASH Intervention",2.65000009536743,4.41870778384797,3.62213858655142,5.38067588582675
"386...130","Any WASH Intervention",2.65000009536743,4.41870778384797,3.62889814947383,5.37083513148943
"4021...131","Any WASH Intervention",2.78999996185303,4.41525920846394,3.621355439115,5.37350539804889
"4021...132","Any WASH Intervention",2.78999996185303,4.41525920846394,3.62809424282712,5.36370510976876
"208...133","Any WASH Intervention",2.83999992348254,4.4140282177012,3.62107286693926,5.37095099210257
"208...134","Any WASH Intervention",2.83999992348254,4.4140282177012,3.62780428092652,5.3611650883714
"2494...135","Any WASH Intervention",2.93000002577901,4.41181328484495,3.62056040236997,5.36636166776483
"2494...136","Any WASH Intervention",2.93000002577901,4.41181328484495,3.62727854722057,5.35660156647971
"1222...137","Any WASH Intervention",3.50000007450581,4.39781100614402,3.61719897253018,5.33755441580223
"1222...138","Any WASH Intervention",3.50000007450581,4.39781100614402,3.62383406098475,5.3279550410902
"4012...139","Any WASH Intervention",3.60999989509583,4.39511393001475,3.61652696052311,5.33204676815475
"4012...140","Any WASH Intervention",3.60999989509583,4.39511393001475,3.62314621872105,5.32247787461928
"4048...141","Any WASH Intervention",3.7600000500679,4.391438766674,3.61559826448725,5.32456337753174
"4048...142","Any WASH Intervention",3.7600000500679,4.391438766674,3.62219604088707,5.31503576897578
"2685...143","Any WASH Intervention",4.15000009536743,4.38189785871268,3.61311652670329,5.30525322678128
"2685...144","Any WASH Intervention",4.15000009536743,4.38189785871268,3.61965902418169,5.2958314420333
"8931...145","Any WASH Intervention",4.29999990016222,4.37823388405149,3.61213594147342,5.29788286635045
"8931...146","Any WASH Intervention",4.29999990016222,4.37823388405149,3.61865740125529,5.28850119840961
"11498...147","Any WASH Intervention",4.43000007048249,4.3750609564677,3.61127427543035,5.29152072941203
"11498...148","Any WASH Intervention",4.43000007048249,4.3750609564677,3.61777760405719,5.28217356631296
"10088...149","Any WASH Intervention",4.64999994449317,4.36969675308436,3.6097909004616,5.2808081798167
"10088...150","Any WASH Intervention",4.64999994449317,4.36969675308436,3.61626376230387,5.27151885215271
"12242...151","Any WASH Intervention",4.75000004470348,4.36726070625492,3.60910611688475,5.27596136987051
"12242...152","Any WASH Intervention",4.75000004470348,4.36726070625492,3.61556522086795,5.26669809928781
"3530...153","Any WASH Intervention",5.03000006079674,4.36044722434495,3.60715348711133,5.26246544608565
"3530...154","Any WASH Intervention",5.03000006079674,4.36044722434495,3.61357437358962,5.25327436376479
"3945...155","Any WASH Intervention",5.22999987006187,4.35558719260561,3.60572674596232,5.25289345304125
"3945...156","Any WASH Intervention",5.22999987006187,4.35558719260561,3.61212061140539,5.24375323706551
"11874...157","Any WASH Intervention",5.32999984920025,4.35315928649942,3.60500330813982,5.24812873052898
"11874...158","Any WASH Intervention",5.32999984920025,4.35315928649942,3.61138375041466,5.23901372989997
"10714...159","Any WASH Intervention",5.43000005558133,4.35073278561735,3.60427312890223,5.24337820179169
"10714...160","Any WASH Intervention",5.43000005558133,4.35073278561735,3.61064020655418,5.23428827128574
"8253...161","Any WASH Intervention",5.43999994546175,4.35049021637991,3.60419974044365,5.24290393691255
"8253...162","Any WASH Intervention",5.43999994546175,4.35049021637991,3.61056548488198,5.23381650539457
"3109...163","Any WASH Intervention",5.5,4.34903508047193,3.60375798355784,5.24006130035901
"3109...164","Any WASH Intervention",5.5,4.34903508047193,3.61011574098577,5.23098883243082
"7695...165","Any WASH Intervention",5.58999988436699,4.34685333645341,3.60309077524467,5.23580695957525
"7695...166","Any WASH Intervention",5.58999988436699,4.34685333645341,3.60943659202105,5.22675683888476
"3935...167","Any WASH Intervention",5.59999990463257,4.34661099045623,3.60301630135763,5.23533496528649
"3935...168","Any WASH Intervention",5.59999990463257,4.34661099045623,3.60936079434798,5.22628732036357
"11399...169","Any WASH Intervention",5.64999979734421,4.34539947812499,3.60264291383827,5.23297714005715
"11399...170","Any WASH Intervention",5.64999979734421,4.34539947812499,3.60898079681624,5.2239418521181
"3078...171","Any WASH Intervention",5.76999998092651,4.34249328498603,3.60173983497677,5.22733287364307
"3078...172","Any WASH Intervention",5.76999998092651,4.34249328498603,3.60806191446609,5.21832709430971
"3986...173","Any WASH Intervention",5.78999990224838,4.34200912094825,3.60158836764529,5.2263941637608
"3986...174","Any WASH Intervention",5.78999990224838,4.34200912094825,3.60790782157268,5.21739328215076
"3095...175","Any WASH Intervention",5.82000017166138,4.34128297213725,3.60136065128602,5.22498715057714
"3095...176","Any WASH Intervention",5.82000017166138,4.34128297213725,3.60767617129666,5.21599360474435
"12389...177","Any WASH Intervention",5.88000024110079,4.33983106996329,3.60090337555309,5.22217699868534
"12389...178","Any WASH Intervention",5.88000024110079,4.33983106996329,3.60721104393192,5.21319808504299
"5587...179","Any WASH Intervention",6.28999981284142,4.32992350574057,3.59771248036507,5.20311198028931
"5587...180","Any WASH Intervention",6.28999981284142,4.32992350574057,3.60396707564325,5.1942316525634
"5823...181","Any WASH Intervention",6.31999981403351,4.32919950549021,3.59747444723812,5.20172641666213
"5823...182","Any WASH Intervention",6.31999981403351,4.32919950549021,3.60372519906038,5.19285320663103
"7615...183","Any WASH Intervention",6.47999987378716,4.32534035164156,3.59619440161246,5.19435850622938
"7615...184","Any WASH Intervention",6.47999987378716,4.32534035164156,3.60242474764434,5.18552303643546
"5928...185","Any WASH Intervention",6.54999987781048,4.32365312975666,3.59562879145935,5.19114657833306
"5928...186","Any WASH Intervention",6.54999987781048,4.32365312975666,3.60185025917235,5.18232750297056
"5988...187","Any WASH Intervention",6.63999998010695,4.32148487923991,3.59489656591542,5.18702727184813
"5988...188","Any WASH Intervention",6.63999998010695,4.32148487923991,3.60110666280663,5.17822917052566
"8210...189","Any WASH Intervention",6.64000007510185,4.32148487695194,3.59489656513958,5.18702726750634
"8210...190","Any WASH Intervention",6.64000007510185,4.32148487695194,3.60110666201882,5.17822916620594
"5889...191","Any WASH Intervention",6.72999998368323,4.31931779955092,3.59415869317221,5.18291958358927
"5889...192","Any WASH Intervention",6.72999998368323,4.31931779955092,3.60035746908229,5.17414233871442
"6756...193","Any WASH Intervention",7.00000010430813,4.31282358715529,3.59191108486132,5.17066623559002
"6756...194","Any WASH Intervention",7.00000010430813,4.31282358715529,3.59807619819882,5.16195085510934
"7140...195","Any WASH Intervention",7.07999992370605,4.3109014114279,3.59123531055634,5.16705571743454
"7140...196","Any WASH Intervention",7.07999992370605,4.3109014114279,3.5973905367422,5.15835846416087
"7084...197","Any WASH Intervention",7.08999992348254,4.31066120431772,3.5911505223215,5.16660504772486
"7084...198","Any WASH Intervention",7.08999992348254,4.31066120431772,3.5973045154143,5.15791005383846
"6407...199","Any WASH Intervention",7.23000010848045,4.30729982816669,3.58995609652237,5.16031074064792
"6407...200","Any WASH Intervention",7.23000010848045,4.30729982816669,3.5960928918512,5.15164722619274
"8343...201","Any WASH Intervention",7.30000004172325,4.30562021483947,3.58935370659714,5.1571741496671
"8343...202","Any WASH Intervention",7.30000004172325,4.30562021483947,3.59548194905094,5.14852626851842
"6013...203","Any WASH Intervention",7.33999990299344,4.30466075922965,3.58900793263507,5.15538497625251
"6013...204","Any WASH Intervention",7.33999990299344,4.30466075922965,3.59513130154032,5.14674599657759
"4465...205","Any WASH Intervention",7.36999982595444,4.30394132021598,3.58874786067351,5.15404460313424
"4465...206","Any WASH Intervention",7.36999982595444,4.30394132021598,3.59486758100692,5.14541228438793
"6531...207","Any WASH Intervention",7.38000011444092,4.30370152890025,3.58866102604292,5.15359808534314
"6531...208","Any WASH Intervention",7.38000011444092,4.30370152890025,3.59477953140422,5.14496798408462
"4688...209","Any WASH Intervention",7.47999995946884,4.3013044929107,3.58778881917612,5.14914094349272
"4688...210","Any WASH Intervention",7.47999995946884,4.3013044929107,3.59389520978681,5.14053293695163
"5088...211","Any WASH Intervention",7.63999983668327,4.29747227887607,3.58637856897795,5.14203938950953
"5088...212","Any WASH Intervention",7.63999983668327,4.29747227887607,3.59246570713002,5.1334664341499
"7640...213","Any WASH Intervention",7.73000022768974,4.29531829870134,3.58557732638683,5.13806090524582
"7640...214","Any WASH Intervention",7.73000022768974,4.29531829870134,3.59165370612146,5.12950750395717
"6997...215","Any WASH Intervention",7.87000019103289,4.29197004692077,3.58431952680649,5.13189530555281
"6997...216","Any WASH Intervention",7.87000019103289,4.29197004692077,3.5903792734374,5.123372089536
"5848...217","Any WASH Intervention",7.96000001765788,4.28981912851783,3.58350358742397,5.12794657649086
"5848...218","Any WASH Intervention",7.96000001765788,4.28981912851783,3.58955270718283,5.11944261624526
"8271...219","Any WASH Intervention",7.99999994784594,4.28886354846732,3.58313909819019,5.12619531891069
"8271...220","Any WASH Intervention",7.99999994784594,4.28886354846732,3.58918351146162,5.11769987938665
"5611...221","Any WASH Intervention",8.17999982833862,4.28456636224191,3.58148479668991,5.11834307651744
"5611...222","Any WASH Intervention",8.17999982833862,4.28456636224191,3.58750815719481,5.10988569576541
"4907...223","Any WASH Intervention",8.24999986030161,4.28289652886687,3.58083522092954,5.11530198178866
"4907...224","Any WASH Intervention",8.24999986030161,4.28289652886687,3.58685045023112,5.1068592760842
"4088...225","Any WASH Intervention",8.89000016450882,4.26766332328273,3.57473399811656,5.08782341788527
"4088...226","Any WASH Intervention",8.89000016450882,4.26766332328273,3.58067634707301,5.07951163419418
"7539...227","Any WASH Intervention",9.02999982610345,4.26433924298403,3.5733603161741,5.08189066727556
"7539...228","Any WASH Intervention",9.02999982610345,4.26433924298403,3.57928707564943,5.07360674462086
"4172...229","Any WASH Intervention",9.31000004522502,4.25769991824378,3.57057085896058,5.07010911976354
"4172...230","Any WASH Intervention",9.31000004522502,4.25769991824378,3.57646682155667,5.06188008576091
"5847...231","Any WASH Intervention",9.39999976754189,4.25556837325878,3.56966233389976,5.06634596047733
"5847...232","Any WASH Intervention",9.39999976754189,4.25556837325878,3.57554850598701,5.05813433378669
"4969...233","Any WASH Intervention",9.49999986030161,4.25320141956821,3.56864605889367,5.06217818994936
"4969...234","Any WASH Intervention",9.49999986030161,4.25320141956821,3.57452141458257,5.05398577083376
"2800...235","Any WASH Intervention",9.58999961614609,4.25107246630394,3.56772529709756,5.05843938068344
"2800...236","Any WASH Intervention",9.58999961614609,4.25107246630394,3.5735909739065,5.05026412795469
"4911...237","Any WASH Intervention",9.77000024914742,4.24681822819788,3.56586638119466,5.05099626496644
"4911...238","Any WASH Intervention",9.77000024914742,4.24681822819788,3.57171285902203,5.04285500388218
"10608...239","Any WASH Intervention",9.77999985218048,4.24658203652809,3.56576243331428,5.05058412578136
"10608...240","Any WASH Intervention",9.77999985218048,4.24658203652809,3.57160785079457,5.04244473971901
"6888...241","Any WASH Intervention",9.86999965645373,4.24445691817287,3.56482365105444,5.04688111967409
"6888...242","Any WASH Intervention",9.86999965645373,4.24445691817287,3.57065955452469,5.03875854645096
"10565...243","Any WASH Intervention",9.90000012330711,4.24374880760995,3.56450943183152,5.04564931558512
"10565...244","Any WASH Intervention",9.90000012330711,4.24374880760995,3.5703421757017,5.03753232156492
"5920...245","Any WASH Intervention",9.96000003069639,4.24233302330593,3.56387907539252,5.04318957673355
"5920...246","Any WASH Intervention",9.96000003069639,4.24233302330593,3.56970551786742,5.03508370320853
"6837...247","Any WASH Intervention",10.1699996683747,4.23738211881988,3.56165258860149,5.03462063199774
"6837...248","Any WASH Intervention",10.1699996683747,4.23738211881988,3.56745716213431,5.02655328492614
"7368...249","Any WASH Intervention",10.1800003051758,4.23714651470642,3.5615457735986,5.0342141161776
"7368...250","Any WASH Intervention",10.1800003051758,4.23714651470642,3.56734931290418,5.02614858850994
"5630...251","Any WASH Intervention",10.2899999506772,4.23455605664477,3.56036618191644,5.02975206338609
"5630...252","Any WASH Intervention",10.2899999506772,4.23455605664477,3.56615838882048,5.0217064561826
"5709...253","Any WASH Intervention",10.4099999479949,4.23173221601953,3.55906951860777,5.02490382586126
"5709...254","Any WASH Intervention",10.4099999479949,4.23173221601953,3.56484945349934,5.01687975885419
"5035...255","Any WASH Intervention",10.7000001259148,4.22491710148219,3.55589362440211,5.01327093846626
"5035...256","Any WASH Intervention",10.7000001259148,4.22491710148219,3.56164429266477,5.00529810598965
"6698...257","Any WASH Intervention",10.7500001043081,4.2237433976437,3.55534002001509,5.01127721138244
"6698...258","Any WASH Intervention",10.7500001043081,4.2237433976437,3.56108569820395,5.00331309545695
"2750...259","Any WASH Intervention",10.869999922812,4.22092809314602,3.55400413902931,5.00650656909737
"2750...260","Any WASH Intervention",10.869999922812,4.22092809314602,3.55973790814009,4.99856323299191
"2653...261","Any WASH Intervention",10.9299996569753,4.21952128342956,3.55333237542372,5.00412881549354
"2653...262","Any WASH Intervention",10.9299996569753,4.21952128342956,3.55906022553088,4.99619579534765
"2713...263","Any WASH Intervention",11.3699998855591,4.20922176568942,3.54832838052573,4.98684538590613
"2713...264","Any WASH Intervention",11.3699998855591,4.20922176568942,3.55401354785994,4.97898651824136
"12147...265","Any WASH Intervention",11.4699995219707,4.20688519639868,3.54717209681653,4.98295490785845
"12147...266","Any WASH Intervention",11.4699995219707,4.20688519639868,3.55284774108241,4.97511252704542
"11739...267","Any WASH Intervention",11.6099995672703,4.20361662227917,3.54554150347187,4.97753149542251
"11739...268","Any WASH Intervention",11.6099995672703,4.20361662227917,3.55120392577558,4.96971196994665
"11863...269","Any WASH Intervention",11.7899995148182,4.19941870129681,3.54342486632792,4.97059834586598
"11863...270","Any WASH Intervention",11.7899995148182,4.19941870129681,3.54907047809651,4.96280781923723
"11656...271","Any WASH Intervention",11.8399999439716,4.19825350780241,3.54283289019747,4.96868038299083
"11656...272","Any WASH Intervention",11.8399999439716,4.19825350780241,3.54847387006667,4.96089783474847
"12160...273","Any WASH Intervention",11.9000002238899,4.19685580187122,3.54212022097612,4.96638337882589
"12160...274","Any WASH Intervention",11.9000002238899,4.19685580187122,3.54775566423245,4.95861036058252
"10585...275","Any WASH Intervention",11.9400002453476,4.19592431764207,3.54164371717564,4.96485479925776
"10585...276","Any WASH Intervention",11.9400002453476,4.19592431764207,3.54727548248572,4.9570881076753
"9940...277","Any WASH Intervention",12.0200000405312,4.19406211378193,3.54068737349384,4.96180424237182
"9940...278","Any WASH Intervention",12.0200000405312,4.19406211378193,3.54631181439463,4.95405014023163
"5593...279","Any WASH Intervention",12.0800002813339,4.19266611632348,3.53996719291471,4.95952207161106
"5593...280","Any WASH Intervention",12.0800002813339,4.19266611632348,3.54558616798915,4.95177735584915
"12212...281","Any WASH Intervention",12.1500002238899,4.19103818129805,3.53912382963157,4.95686578534765
"12212...282","Any WASH Intervention",12.1500002238899,4.19103818129805,3.54473645773399,4.9491319600162
"5536...283","Any WASH Intervention",12.1600002348423,4.19080568212032,3.53900307169581,4.9564868626357
"5536...284","Any WASH Intervention",12.1600002348423,4.19080568212032,3.54461479570458,4.94875458778983
"11824...285","Any WASH Intervention",12.2599995434284,4.18848158172958,3.53779169495525,4.95270518454039
"11824...286","Any WASH Intervention",12.2599995434284,4.18848158172958,3.54339441408534,4.9449883417721
"11403...287","Any WASH Intervention",12.3200001064688,4.18708786115296,3.53706153855162,4.95044269505805
"11403...288","Any WASH Intervention",12.3200001064688,4.18708786115296,3.54265888605816,4.9427350483834
"2700...289","Any WASH Intervention",12.4300003051758,4.18453421329201,3.53571647729721,4.94630757286179
"2700...290","Any WASH Intervention",12.4300003051758,4.18453421329201,3.54130403800353,4.93861666257965
"6160...291","Any WASH Intervention",12.4999999515712,4.18291017909413,3.53485619613019,4.94368472183357
