"","variable","tr","value","fit","lwrS","uprS"
"3073...1","temp_min_1weeklag","Any WASH Intervention",16.5578552246094,3.05920560051618,1.78651514460306,5.19062762010787
"3073...2","temp_min_1weeklag","Any WASH Intervention",16.5578552246094,3.05920560051618,1.79585425786407,5.16456284654485
"2942...3","temp_min_1weeklag","Any WASH Intervention",16.5635925292969,3.05914261269975,1.78739937266719,5.18793979825755
"2942...4","temp_min_1weeklag","Any WASH Intervention",16.5635925292969,3.05914261269975,1.79673409595234,5.16191255668819
"2988...5","temp_min_1weeklag","Any WASH Intervention",16.5699401855469,3.05907292551527,1.78837722250927,5.18497021803505
"2988...6","temp_min_1weeklag","Any WASH Intervention",16.5699401855469,3.05907292551527,1.79770708553066,5.15898442875787
"3110...7","temp_min_1weeklag","Any WASH Intervention",16.5701843261719,3.05907024526965,1.78841482272426,5.18485609115158
"3110...8","temp_min_1weeklag","Any WASH Intervention",16.5701843261719,3.05907024526965,1.79774449874425,5.15887189467305
"3152...9","temp_min_1weeklag","Any WASH Intervention",16.5849548339844,3.05890809473168,1.79068832691435,5.17796351806609
"3152...10","temp_min_1weeklag","Any WASH Intervention",16.5849548339844,3.05890809473168,1.80000668005201,5.15207547638648
"2829...11","temp_min_1weeklag","Any WASH Intervention",16.5903259277344,3.05884913307323,1.7915144105316,5.17546303796308
"2829...12","temp_min_1weeklag","Any WASH Intervention",16.5903259277344,3.05884913307323,1.80082864176883,5.1496098594481
"2840...13","temp_min_1weeklag","Any WASH Intervention",16.5908142089844,3.05884377298234,1.7915894917966,5.17523587806116
"2840...14","temp_min_1weeklag","Any WASH Intervention",16.5908142089844,3.05884377298234,1.80090334819816,5.14938586622109
"3182...15","temp_min_1weeklag","Any WASH Intervention",16.5983825683594,3.05876069290801,1.7927528812127,5.17171823709135
"3182...16","temp_min_1weeklag","Any WASH Intervention",16.5983825683594,3.05876069290801,1.80206092517683,5.14591725107891
"2745...17","temp_min_1weeklag","Any WASH Intervention",16.6004577636719,3.05873791334323,1.79307175292053,5.17075481872314
"2745...18","temp_min_1weeklag","Any WASH Intervention",16.6004577636719,3.05873791334323,1.80237820234094,5.14496725635777
"3438...19","temp_min_1weeklag","Any WASH Intervention",16.6130615234375,3.05859956565236,1.79500728631114,5.16491361792154
"3438...20","temp_min_1weeklag","Any WASH Intervention",16.6130615234375,3.05859956565236,1.80430404382297,5.1392074094904
"3531...21","temp_min_1weeklag","Any WASH Intervention",16.6309143066406,3.05840361694539,1.79774548045072,5.15666966043985
"3531...22","temp_min_1weeklag","Any WASH Intervention",16.6309143066406,3.05840361694539,1.80702848838575,5.13107817235028
"3506...23","temp_min_1weeklag","Any WASH Intervention",16.6315551757813,3.05839658328561,1.79784369875483,5.15637437671357
"3506...24","temp_min_1weeklag","Any WASH Intervention",16.6315551757813,3.05839658328561,1.80712621265926,5.1307869955637
"3538...25","temp_min_1weeklag","Any WASH Intervention",16.6444641113281,3.05825491193107,1.79982095743587,5.15043618197446
"3538...26","temp_min_1weeklag","Any WASH Intervention",16.6444641113281,3.05825491193107,1.80909351355596,5.12493136051084
"3657...27","temp_min_1weeklag","Any WASH Intervention",16.6517272949219,3.05817520692567,1.80093249301016,5.14710317755021
"3657...28","temp_min_1weeklag","Any WASH Intervention",16.6517272949219,3.05817520692567,1.81019944095567,5.12164466913792
"3650...29","temp_min_1weeklag","Any WASH Intervention",16.6542907714844,3.05814707688637,1.80132463179051,5.14592821951177
"3650...30","temp_min_1weeklag","Any WASH Intervention",16.6542907714844,3.05814707688637,1.81058959945767,5.12048603297354
"3653...31","temp_min_1weeklag","Any WASH Intervention",16.656884765625,3.05811861259956,1.80172134912546,5.14474001626802
"3653...32","temp_min_1weeklag","Any WASH Intervention",16.656884765625,3.05811861259956,1.81098431245374,5.11931433320959
"3608...33","temp_min_1weeklag","Any WASH Intervention",16.6570983886719,3.05811626851083,1.80175401592891,5.14464219753301
"3608...34","temp_min_1weeklag","Any WASH Intervention",16.6570983886719,3.05811626851083,1.81101681417228,5.11921787301514
"3623...35","temp_min_1weeklag","Any WASH Intervention",16.6617370605469,3.05806536941945,1.80246320015974,5.1425193839159
"3623...36","temp_min_1weeklag","Any WASH Intervention",16.6617370605469,3.05806536941945,1.81172241289249,5.11712453775682
"3619...37","temp_min_1weeklag","Any WASH Intervention",16.6672302246094,3.05800509706552,1.80330264544953,5.14000862009585
"3619...38","temp_min_1weeklag","Any WASH Intervention",16.6672302246094,3.05800509706552,1.81255761019497,5.11464862963871
"3582...39","temp_min_1weeklag","Any WASH Intervention",16.6751037597656,3.05791871252329,1.80450512837189,5.13641571884946
"3582...40","temp_min_1weeklag","Any WASH Intervention",16.6751037597656,3.05791871252329,1.81375400062542,5.11110558818024
"3691...41","temp_min_1weeklag","Any WASH Intervention",16.6879821777344,3.05777743311406,1.80647012111039,5.13055387194202
"3691...42","temp_min_1weeklag","Any WASH Intervention",16.6879821777344,3.05777743311406,1.81570901888609,5.10532504060403
"3689...43","temp_min_1weeklag","Any WASH Intervention",16.7047668457031,3.05759333564587,1.80902759728142,5.12294189922
"3689...44","temp_min_1weeklag","Any WASH Intervention",16.7047668457031,3.05759333564587,1.81825347842822,5.09781855242541
"3678...45","temp_min_1weeklag","Any WASH Intervention",16.9947143554688,3.05442592514277,1.85247428850481,4.99654482746342
"3678...46","temp_min_1weeklag","Any WASH Intervention",16.9947143554688,3.05442592514277,1.86147308421209,4.97315837439377
"2950...47","temp_min_1weeklag","Any WASH Intervention",17.0522705078125,3.05380175166157,1.86090977556886,4.97262334563381
"2950...48","temp_min_1weeklag","Any WASH Intervention",17.0522705078125,3.05380175166157,1.86986318416363,4.94956244678914
"3059...49","temp_min_1weeklag","Any WASH Intervention",17.0563903808594,3.05375715220472,1.86151091563713,4.97092609242066
"3059...50","temp_min_1weeklag","Any WASH Intervention",17.0563903808594,3.05375715220472,1.87046107379547,4.94788825315441
"2933...51","temp_min_1weeklag","Any WASH Intervention",17.0576416015625,3.0537436093709,1.86169341223971,4.97041102888482
"2933...52","temp_min_1weeklag","Any WASH Intervention",17.0576416015625,3.0537436093709,1.87064258319616,4.94738018646321
"3078...53","temp_min_1weeklag","Any WASH Intervention",17.0624633789063,3.05369142951372,1.8623963778846,4.96842788685925
"3078...54","temp_min_1weeklag","Any WASH Intervention",17.0624633789063,3.05369142951372,1.87134174436876,4.94542397985621
"3087...55","temp_min_1weeklag","Any WASH Intervention",17.0646911621094,3.05366732628023,1.86272099707413,4.96751255677636
"3087...56","temp_min_1weeklag","Any WASH Intervention",17.0646911621094,3.05366732628023,1.87166460572759,4.94452107958739
"3051...57","temp_min_1weeklag","Any WASH Intervention",17.0653015136719,3.05366072322956,1.86280991519011,4.96726188420017
"3051...58","temp_min_1weeklag","Any WASH Intervention",17.0653015136719,3.05366072322956,1.87175304223894,4.94427381078203
"3096...59","temp_min_1weeklag","Any WASH Intervention",17.0684143066406,3.05362705153628,1.86326327262723,4.96598414184815
"3096...60","temp_min_1weeklag","Any WASH Intervention",17.0684143066406,3.05362705153628,1.87220394344613,4.94301341657215
"3095...61","temp_min_1weeklag","Any WASH Intervention",17.0703979492188,3.05360559747174,1.86355206771772,4.96517049431154
"3095...62","temp_min_1weeklag","Any WASH Intervention",17.0703979492188,3.05360559747174,1.87249117325312,4.94221081455219
"2991...63","temp_min_1weeklag","Any WASH Intervention",17.0756774902344,3.05354850960915,1.86432029180891,4.96300721664827
"2991...64","temp_min_1weeklag","Any WASH Intervention",17.0756774902344,3.05354850960915,1.87325523114463,4.94007689827761
"2975...65","temp_min_1weeklag","Any WASH Intervention",17.0769592285156,3.05353465298908,1.86450670583322,4.9624825272263
"2975...66","temp_min_1weeklag","Any WASH Intervention",17.0769592285156,3.05353465298908,1.8734406336933,4.93955932901136
"3098...67","temp_min_1weeklag","Any WASH Intervention",17.082421875,3.05347561005214,1.86530078369051,4.96024853917132
"3098...68","temp_min_1weeklag","Any WASH Intervention",17.082421875,3.05347561005214,1.87423040062501,4.93735565115697
"3016...69","temp_min_1weeklag","Any WASH Intervention",17.0905700683594,3.05338757899717,1.86648403465267,4.95692286719177
"3016...70","temp_min_1weeklag","Any WASH Intervention",17.0905700683594,3.05338757899717,1.8754072210269,4.93407508447972
"2997...71","temp_min_1weeklag","Any WASH Intervention",17.0924621582031,3.05336714402146,1.86675858871231,4.95615174290666
"2997...72","temp_min_1weeklag","Any WASH Intervention",17.0924621582031,3.05336714402146,1.87568028180447,4.93331441593358
"3013...73","temp_min_1weeklag","Any WASH Intervention",17.1080871582031,3.05319848916122,1.86902285307999,4.94980002604582
"3013...74","temp_min_1weeklag","Any WASH Intervention",17.1080871582031,3.05319848916122,1.87793221410757,4.92704878186807
"3020...75","temp_min_1weeklag","Any WASH Intervention",17.1105590820313,3.05317182379836,1.86938057064902,4.94879782604132
"3020...76","temp_min_1weeklag","Any WASH Intervention",17.1105590820313,3.05317182379836,1.87828798065555,4.92606015773195
"3019...77","temp_min_1weeklag","Any WASH Intervention",17.1242004394531,3.05302475299308,1.87135218526569,4.9432802521228
"3019...78","temp_min_1weeklag","Any WASH Intervention",17.1242004394531,3.05302475299308,1.88024882845857,4.92061729285046
"417...79","temp_min_1weeklag","Any WASH Intervention",17.2437377929688,3.05174262963686,1.88844584101708,4.89587981267161
"417...80","temp_min_1weeklag","Any WASH Intervention",17.2437377929688,3.05174262963686,1.89724818492657,4.87385639729231
"370...81","temp_min_1weeklag","Any WASH Intervention",17.2616516113281,3.05155163247921,1.89097826449618,4.88892332628982
"370...82","temp_min_1weeklag","Any WASH Intervention",17.2616516113281,3.05155163247921,1.89976649330752,4.86699342709442
"790...83","temp_min_1weeklag","Any WASH Intervention",17.2893920898438,3.05125651527744,1.89488437632924,4.8782263598125
"790...84","temp_min_1weeklag","Any WASH Intervention",17.2893920898438,3.05125651527744,1.90365076057763,4.85644008799851
"864...85","temp_min_1weeklag","Any WASH Intervention",17.2999206542969,3.05114472159322,1.89636192612989,4.87419046245571
"864...86","temp_min_1weeklag","Any WASH Intervention",17.2999206542969,3.05114472159322,1.9051200243112,4.85245832606231
"876...87","temp_min_1weeklag","Any WASH Intervention",17.3053527832031,3.05108708988823,1.89712318009018,4.87211333592062
"876...88","temp_min_1weeklag","Any WASH Intervention",17.3053527832031,3.05108708988823,1.90587700425279,4.85040904941671
"1279...89","temp_min_1weeklag","Any WASH Intervention",17.3115173339844,3.051021727169,1.89798618488129,4.8697604025106
"1279...90","temp_min_1weeklag","Any WASH Intervention",17.3115173339844,3.051021727169,1.90673515970446,4.84808765435663
"594...91","temp_min_1weeklag","Any WASH Intervention",17.31240234375,3.05101234688912,1.8981100037836,4.86942297641029
"594...92","temp_min_1weeklag","Any WASH Intervention",17.31240234375,3.05101234688912,1.90685828249922,4.84775475023272
"949...93","temp_min_1weeklag","Any WASH Intervention",17.3159118652344,3.05097515787485,1.89860081710136,4.8680858249968
"949...94","temp_min_1weeklag","Any WASH Intervention",17.3159118652344,3.05097515787485,1.90734633560353,4.84643551644962
"1358...95","temp_min_1weeklag","Any WASH Intervention",17.3167663574219,3.05096610525548,1.89872027285355,4.86776047953955
"1358...96","temp_min_1weeklag","Any WASH Intervention",17.3167663574219,3.05096610525548,1.90746511935569,4.84611453007845
"960...97","temp_min_1weeklag","Any WASH Intervention",17.31728515625,3.05096060942411,1.89879279064678,4.86756299075034
"960...98","temp_min_1weeklag","Any WASH Intervention",17.31728515625,3.05096060942411,1.9075372291589,4.84591968721494
"1100...99","temp_min_1weeklag","Any WASH Intervention",17.3178039550781,3.05095511389665,1.89886530170358,4.8673655339814
"1100...100","temp_min_1weeklag","Any WASH Intervention",17.3178039550781,3.05095511389665,1.90760933223326,4.84572487587135
"888...101","temp_min_1weeklag","Any WASH Intervention",17.3182922363281,3.05094994191341,1.89893354124908,4.86717972156606
"888...102","temp_min_1weeklag","Any WASH Intervention",17.3182922363281,3.05094994191341,1.90767718780223,4.84554155281108
"1449...103","temp_min_1weeklag","Any WASH Intervention",17.3218627929688,3.05091212999797,1.89943236140943,4.86582183023955
"1449...104","temp_min_1weeklag","Any WASH Intervention",17.3218627929688,3.05091212999797,1.90817320034013,4.844201851428
"1021...105","temp_min_1weeklag","Any WASH Intervention",17.321923828125,3.05091148376635,1.89944088547193,4.86579863160443
"1021...106","temp_min_1weeklag","Any WASH Intervention",17.321923828125,3.05091148376635,1.90818167641225,4.84417896352618
"1109...107","temp_min_1weeklag","Any WASH Intervention",17.3240905761719,3.0508885452953,1.89974342914707,4.86497536710535
"1109...108","temp_min_1weeklag","Any WASH Intervention",17.3240905761719,3.0508885452953,1.90848251649869,4.84336672557677
"587...109","temp_min_1weeklag","Any WASH Intervention",17.3247009277344,3.05088208472197,1.89982863144924,4.86474356240386
"587...110","temp_min_1weeklag","Any WASH Intervention",17.3247009277344,3.05088208472197,1.90856723894129,4.84313802537184
"605...111","temp_min_1weeklag","Any WASH Intervention",17.3254943847656,3.05087368661401,1.89993938045871,4.86444228252202
"605...112","temp_min_1weeklag","Any WASH Intervention",17.3254943847656,3.05087368661401,1.90867736414954,4.84284078030155
"1427...113","temp_min_1weeklag","Any WASH Intervention",17.3262268066406,3.05086593515469,1.90004159627923,4.86416424446489
"1427...114","temp_min_1weeklag","Any WASH Intervention",17.3262268066406,3.05086593515469,1.90877900416989,4.84256646564852
"1548...115","temp_min_1weeklag","Any WASH Intervention",17.3305908203125,3.05081976216527,1.90065035268168,4.86250892330212
"1548...116","temp_min_1weeklag","Any WASH Intervention",17.3305908203125,3.05081976216527,1.90938433009099,4.84093330913202
"1559...117","temp_min_1weeklag","Any WASH Intervention",17.331201171875,3.05081330615645,1.90073545524818,4.86227759033711
"1559...118","temp_min_1weeklag","Any WASH Intervention",17.331201171875,3.05081330615645,1.90946895291504,4.84070507330135
"1555...119","temp_min_1weeklag","Any WASH Intervention",17.3319641113281,3.05080523675212,1.90084182026695,4.86198848640826
"1555...120","temp_min_1weeklag","Any WASH Intervention",17.3319641113281,3.05080523675212,1.90957471827148,4.8404198398189
"1153...121","temp_min_1weeklag","Any WASH Intervention",17.3322692871094,3.05080200917932,1.90088436217015,4.86187286421133
"1153...122","temp_min_1weeklag","Any WASH Intervention",17.3322692871094,3.05080200917932,1.90961702031465,4.84030576549831
"1466...123","temp_min_1weeklag","Any WASH Intervention",17.33486328125,3.05077457917958,1.90124587360666,4.86089052250888
"1466...124","temp_min_1weeklag","Any WASH Intervention",17.33486328125,3.05077457917958,1.90997649305457,4.8393365737735
"1293...125","temp_min_1weeklag","Any WASH Intervention",17.3397766113281,3.05072264506478,1.90193015361258,4.85903204374253
"1293...126","temp_min_1weeklag","Any WASH Intervention",17.3397766113281,3.05072264506478,1.9106569120933,4.8375029684348
"778...127","temp_min_1weeklag","Any WASH Intervention",17.3427062988281,3.05069169163781,1.90233788130698,4.85792524769811
"778...128","temp_min_1weeklag","Any WASH Intervention",17.3427062988281,3.05069169163781,1.91106233795269,4.83641098247371
"1565...129","temp_min_1weeklag","Any WASH Intervention",17.3496337890625,3.05061854015714,1.90330112326893,4.85531219224315
"1565...130","temp_min_1weeklag","Any WASH Intervention",17.3496337890625,3.05061854015714,1.91202013811574,4.83383288351727
"3057...131","temp_min_1weeklag","Any WASH Intervention",17.3498779296875,3.05061596317561,1.90333504793477,4.85522020616174
"3057...132","temp_min_1weeklag","Any WASH Intervention",17.3498779296875,3.05061596317561,1.91205387102824,4.83374212776399
"1460...133","temp_min_1weeklag","Any WASH Intervention",17.3518920898438,3.05059470580577,1.90361486871716,4.85446159106389
"1460...134","temp_min_1weeklag","Any WASH Intervention",17.3518920898438,3.05059470580577,1.91233210991959,4.83299365866967
"1457...135","temp_min_1weeklag","Any WASH Intervention",17.3538452148438,3.05057409725749,1.90388611171534,4.8537264243405
"1457...136","temp_min_1weeklag","Any WASH Intervention",17.3538452148438,3.05057409725749,1.91260181908954,4.83226832333615
"1577...137","temp_min_1weeklag","Any WASH Intervention",17.3546691894531,3.05056540440603,1.90400051328786,4.85341641172118
"1577...138","temp_min_1weeklag","Any WASH Intervention",17.3546691894531,3.05056540440603,1.91271557361595,4.83196245622087
"1546...139","temp_min_1weeklag","Any WASH Intervention",17.3565612792969,3.05054544615109,1.90426314787459,4.85270483594114
"1546...140","temp_min_1weeklag","Any WASH Intervention",17.3565612792969,3.05054544615109,1.91297672247818,4.83126039500107
"1475...141","temp_min_1weeklag","Any WASH Intervention",17.3579040527344,3.05053128486149,1.90444947846968,4.85220010449512
"1475...142","temp_min_1weeklag","Any WASH Intervention",17.3579040527344,3.05053128486149,1.91316199876045,4.83076241181365
"1521...143","temp_min_1weeklag","Any WASH Intervention",17.3595825195313,3.05051358633295,1.90468232718098,4.85156949114749
"1521...144","temp_min_1weeklag","Any WASH Intervention",17.3595825195313,3.05051358633295,1.9133935296657,4.8301402291092
"1539...145","temp_min_1weeklag","Any WASH Intervention",17.3625732421875,3.05048205929532,1.90509704340396,4.85044668147717
"1539...146","temp_min_1weeklag","Any WASH Intervention",17.3625732421875,3.05048205929532,1.91380589803372,4.82903242842923
"1585...147","temp_min_1weeklag","Any WASH Intervention",17.3660217285156,3.0504457203101,1.90557495349828,4.84915333067179
"1585...148","temp_min_1weeklag","Any WASH Intervention",17.3660217285156,3.0504457203101,1.9142811012864,4.82775636343256
"1579...149","temp_min_1weeklag","Any WASH Intervention",17.3667541503906,3.05043800418191,1.9056764174507,4.84887881835256
"1579...150","temp_min_1weeklag","Any WASH Intervention",17.3667541503906,3.05043800418191,1.91438199038712,4.82748551961306
"1526...151","temp_min_1weeklag","Any WASH Intervention",17.3696228027344,3.05040778907092,1.90607368598798,4.84780425782776
"1526...152","temp_min_1weeklag","Any WASH Intervention",17.3696228027344,3.05040778907092,1.91477700760138,4.82642531786139
"1486...153","temp_min_1weeklag","Any WASH Intervention",17.3776794433594,3.05032298445721,1.90718829297757,4.84479156274067
"1486...154","temp_min_1weeklag","Any WASH Intervention",17.3776794433594,3.05032298445721,1.91588529327749,4.82345286850297
"2708...155","temp_min_1weeklag","Any WASH Intervention",17.4181457519531,3.04989829600816,1.91276138545408,4.82977591102264
"2708...156","temp_min_1weeklag","Any WASH Intervention",17.4181457519531,3.04989829600816,1.92142667227367,4.80863755818138
"2705...157","temp_min_1weeklag","Any WASH Intervention",17.4210754394531,3.04986763354065,1.9131632210205,4.82869632457418
"2705...158","temp_min_1weeklag","Any WASH Intervention",17.4210754394531,3.04986763354065,1.92182621435834,4.80757235980892
"2698...159","temp_min_1weeklag","Any WASH Intervention",17.423974609375,3.04983730196518,1.91356065087128,4.8276289819496
"2698...160","temp_min_1weeklag","Any WASH Intervention",17.423974609375,3.04983730196518,1.92222137496846,4.80651923997761
"2685...161","temp_min_1weeklag","Any WASH Intervention",17.4297424316406,3.04977699230982,1.91435067572584,4.82550848344782
"2685...162","temp_min_1weeklag","Any WASH Intervention",17.4297424316406,3.04977699230982,1.92300688627757,4.80442699180943
"2713...163","temp_min_1weeklag","Any WASH Intervention",17.4346862792969,3.04972533484353,1.91502714888069,4.82369403868783
"2713...164","temp_min_1weeklag","Any WASH Intervention",17.4346862792969,3.04972533484353,1.92367949180515,4.80263671342511
"2709...165","temp_min_1weeklag","Any WASH Intervention",17.4362121582031,3.04970939803627,1.91523580791668,4.82313460726064
"2709...166","temp_min_1weeklag","Any WASH Intervention",17.4362121582031,3.04970939803627,1.92388695734136,4.80208473177915
"2697...167","temp_min_1weeklag","Any WASH Intervention",17.4420104980469,3.0496488678605,1.9160281567364,4.82101127217729
"2697...168","temp_min_1weeklag","Any WASH Intervention",17.4420104980469,3.0496488678605,1.92467477178579,4.79998966728178
"2720...169","temp_min_1weeklag","Any WASH Intervention",17.4432922363281,3.04963549388096,1.91620318872129,4.82054243835296
"2720...170","temp_min_1weeklag","Any WASH Intervention",17.4432922363281,3.04963549388096,1.92484880163408,4.79952707450545
"2724...171","temp_min_1weeklag","Any WASH Intervention",17.461083984375,3.04945009200394,1.91862834586767,4.81405456679812
"2724...172","temp_min_1weeklag","Any WASH Intervention",17.461083984375,3.04945009200394,1.92726005577962,4.79312552708638
"2733...173","temp_min_1weeklag","Any WASH Intervention",17.4631896972656,3.04942817926018,1.91891482037095,4.81328917152562
"2733...174","temp_min_1weeklag","Any WASH Intervention",17.4631896972656,3.04942817926018,1.92754488577331,4.79237031065091
"2735...175","temp_min_1weeklag","Any WASH Intervention",17.4729553222656,3.04932663981852,1.92024186917054,4.80974632816111
"2735...176","temp_min_1weeklag","Any WASH Intervention",17.4729553222656,3.04932663981852,1.92886431057726,4.78887456881657
"2903...177","temp_min_1weeklag","Any WASH Intervention",17.4848266601563,3.04920339638717,1.92185166900358,4.80545464667691
"2903...178","temp_min_1weeklag","Any WASH Intervention",17.4848266601563,3.04920339638717,1.9304648486251,4.78463991364121
"2906...179","temp_min_1weeklag","Any WASH Intervention",17.4910827636719,3.04913853338236,1.92269851911462,4.8031996175217
"2906...180","temp_min_1weeklag","Any WASH Intervention",17.4910827636719,3.04913853338236,1.93130682061592,4.78241483492695
"2739...181","temp_min_1weeklag","Any WASH Intervention",17.5075622558594,3.04896796178047,1.92492427009834,4.79728149187563
"2739...182","temp_min_1weeklag","Any WASH Intervention",17.5075622558594,3.04896796178047,1.93351973131134,4.77657526711722
"2898...183","temp_min_1weeklag","Any WASH Intervention",17.5121398925781,3.0489206556719,1.92554125132821,4.79564320880664
"2898...184","temp_min_1weeklag","Any WASH Intervention",17.5121398925781,3.0489206556719,1.93413314826066,4.77495871941462
"2738...185","temp_min_1weeklag","Any WASH Intervention",17.5243469238281,3.04879466795218,1.9271838008305,4.79128642613154
"2738...186","temp_min_1weeklag","Any WASH Intervention",17.5243469238281,3.04879466795218,1.93576619838329,4.77065971487157
"2433...187","temp_min_1weeklag","Any WASH Intervention",17.5248962402344,3.0487890040904,1.92725762194608,4.79109078003579
"2433...188","temp_min_1weeklag","Any WASH Intervention",17.5248962402344,3.0487890040904,1.93583959221263,4.77046666254744
"2874...189","temp_min_1weeklag","Any WASH Intervention",17.5341125488281,3.04869404961149,1.92849497198646,4.78781352286
"2874...190","temp_min_1weeklag","Any WASH Intervention",17.5341125488281,3.04869404961149,1.93706977576232,4.76723284303893
"2351...191","temp_min_1weeklag","Any WASH Intervention",17.5379577636719,3.048654473594,1.92901054474226,4.78644911792267
"2351...192","temp_min_1weeklag","Any WASH Intervention",17.5379577636719,3.048654473594,1.93758235988988,4.76588651647904
"2787...193","temp_min_1weeklag","Any WASH Intervention",17.5382629394531,3.04865133367477,1.92905144623677,4.78634090559856
"2787...194","temp_min_1weeklag","Any WASH Intervention",17.5382629394531,3.04865133367477,1.93762302422638,4.76577973782273
"2785...195","temp_min_1weeklag","Any WASH Intervention",17.5385070800781,3.04864882184916,1.92908416563416,4.78625434354985
"2785...196","temp_min_1weeklag","Any WASH Intervention",17.5385070800781,3.04864882184916,1.93765555390106,4.76569432258928
"2876...197","temp_min_1weeklag","Any WASH Intervention",17.5402160644531,3.04863124180517,1.92931315665342,4.78564860358469
"2876...198","temp_min_1weeklag","Any WASH Intervention",17.5402160644531,3.04863124180517,1.93788321695323,4.76509660737039
"2835...199","temp_min_1weeklag","Any WASH Intervention",17.5551086425781,3.04847824857525,1.93130533050739,4.78038439855705
"2835...200","temp_min_1weeklag","Any WASH Intervention",17.5551086425781,3.04847824857525,1.9398638254045,4.75990211329394
"2823...201","temp_min_1weeklag","Any WASH Intervention",17.5710388183594,3.04831500820356,1.93342969760313,4.77478195015839
"2823...202","temp_min_1weeklag","Any WASH Intervention",17.5710388183594,3.04831500820356,1.94197583526405,4.75437379908035
"2581...203","temp_min_1weeklag","Any WASH Intervention",17.5888000488281,3.04813351880863,1.93579017070394,4.76857022090802
"2581...204","temp_min_1weeklag","Any WASH Intervention",17.5888000488281,3.04813351880863,1.9443225482736,4.7482441988947
"2855...205","temp_min_1weeklag","Any WASH Intervention",17.5953918457031,3.04806630251557,1.93666405164318,4.76627412044746
"2855...206","temp_min_1weeklag","Any WASH Intervention",17.5953918457031,3.04806630251557,1.94519132718627,4.74597843864276
"2870...207","temp_min_1weeklag","Any WASH Intervention",17.6026550292969,3.04799232955622,1.93762557579585,4.76374996764407
"2870...208","temp_min_1weeklag","Any WASH Intervention",17.6026550292969,3.04799232955622,1.94614723273214,4.7434876283167
"2868...209","temp_min_1weeklag","Any WASH Intervention",17.620751953125,3.04780843268335,1.9400150792648,4.75748724651784
"2868...210","temp_min_1weeklag","Any WASH Intervention",17.620751953125,3.04780843268335,1.94852275115111,4.73730758331395
"2485...211","temp_min_1weeklag","Any WASH Intervention",17.6257263183594,3.04775798923319,1.94067033113406,4.75577239315111
"2485...212","temp_min_1weeklag","Any WASH Intervention",17.6257263183594,3.04775798923319,1.94917416252246,4.73561535570825
"855...213","temp_min_1weeklag","Any WASH Intervention",17.6881652832031,3.04712881192894,1.94883775364741,4.73448825728997
"855...214","temp_min_1weeklag","Any WASH Intervention",17.6881652832031,3.04712881192894,1.9572935172362,4.71461159399597
"872...215","temp_min_1weeklag","Any WASH Intervention",17.6892028808594,3.0471184207746,1.94897257788679,4.7341383164466
"872...216","temp_min_1weeklag","Any WASH Intervention",17.6892028808594,3.0471184207746,1.95742754493644,4.71426625596417
"3108...217","temp_min_1weeklag","Any WASH Intervention",17.6941162109375,3.04706924500484,1.94961060980449,4.73248290311258
"3108...218","temp_min_1weeklag","Any WASH Intervention",17.6941162109375,3.04706924500484,1.958061806033,4.71263261343412
"3140...219","temp_min_1weeklag","Any WASH Intervention",17.6995483398438,3.04701493353659,1.95031524151927,4.73065588178812
"3140...220","temp_min_1weeklag","Any WASH Intervention",17.6995483398438,3.04701493353659,1.95876227074701,4.71082961396239
"800...221","temp_min_1weeklag","Any WASH Intervention",17.7047058105469,3.04696342367622,1.95098349712056,4.7289243322807
"800...222","temp_min_1weeklag","Any WASH Intervention",17.7047058105469,3.04696342367622,1.95942657197721,4.70912082540418
"3254...223","temp_min_1weeklag","Any WASH Intervention",17.7077575683594,3.04693297007732,1.95137857109012,4.72790116490514
"3254...224","temp_min_1weeklag","Any WASH Intervention",17.7077575683594,3.04693297007732,1.95981930697664,4.70811110482982
"804...225","temp_min_1weeklag","Any WASH Intervention",17.710107421875,3.04690953383559,1.95168260393884,4.72711404403217
"804...226","temp_min_1weeklag","Any WASH Intervention",17.710107421875,3.04690953383559,1.96012153927354,4.707334327256
"3137...227","temp_min_1weeklag","Any WASH Intervention",17.7111145019531,3.04689949321116,1.95181285735081,4.72677689767138
"3137...228","temp_min_1weeklag","Any WASH Intervention",17.7111145019531,3.04689949321116,1.960251021142,4.70700161087961
"3322...229","temp_min_1weeklag","Any WASH Intervention",17.7123352050781,3.04688732556105,1.9519707029612,4.72636838913732
"3322...230","temp_min_1weeklag","Any WASH Intervention",17.7123352050781,3.04688732556105,1.96040793164612,4.7065984697256
"3247...231","temp_min_1weeklag","Any WASH Intervention",17.7141967773438,3.04686877581995,1.95221133878013,4.72574573787813
"3247...232","temp_min_1weeklag","Any WASH Intervention",17.7141967773438,3.04686877581995,1.96064714163505,4.70598399887434
"809...233","temp_min_1weeklag","Any WASH Intervention",17.7145324707031,3.0468654315474,1.95225472200191,4.72563349817747
"809...234","temp_min_1weeklag","Any WASH Intervention",17.7145324707031,3.0468654315474,1.9606902677666,4.70587323370639
"3277...235","temp_min_1weeklag","Any WASH Intervention",17.7161499023438,3.04684932150574,1.95246370689431,4.72509288533081
"3277...236","temp_min_1weeklag","Any WASH Intervention",17.7161499023438,3.04684932150574,1.96089801406588,4.70533972275996
"3204...237","temp_min_1weeklag","Any WASH Intervention",17.7170043945313,3.04684081273021,1.9525740850145,4.72480739783178
"3204...238","temp_min_1weeklag","Any WASH Intervention",17.7170043945313,3.04684081273021,1.96100773791154,4.70505798542586
