"","variable","tr","value","fit","lwrS","uprS"
"161...12511","temp_max_1weeklag","Control",28.6259094238281,3.82981247388902,3.24167888157478,4.51966612835107
"161...12512","temp_max_1weeklag","Control",28.6259094238281,3.82981247388902,3.23360238208503,4.53080440106919
"8928...12513","temp_max_1weeklag","Control",28.6348205566406,3.83321177872704,3.2443558069124,4.5239488383556
"8928...12514","temp_max_1weeklag","Control",28.6348205566406,3.83321177872704,3.23626961746816,4.53510164842463
"9001...12515","temp_max_1weeklag","Control",28.635400390625,3.83343306672465,3.24452981711612,4.52422798204583
"9001...12516","temp_max_1weeklag","Control",28.635400390625,3.83343306672465,3.23644299373196,4.53538174448744
"277...12517","temp_max_1weeklag","Control",28.6375366210938,3.83424844413626,3.24517072452418,4.52525690641418
"277...12518","temp_max_1weeklag","Control",28.6375366210938,3.83424844413626,3.23708156195491,4.53641418440089
"100...12519","temp_max_1weeklag","Control",28.6389709472656,3.83479600526072,3.24560088667084,4.52594819727108
"100...12520","temp_max_1weeklag","Control",28.6389709472656,3.83479600526072,3.23751015031281,4.53710784170231
"93...12521","temp_max_1weeklag","Control",28.6516662597656,3.83964577788666,3.24940262165108,4.53208233762095
"93...12522","temp_max_1weeklag","Control",28.6516662597656,3.83964577788666,3.2412978436862,4.54326313820487
"275...12523","temp_max_1weeklag","Control",28.6555114746094,3.84111586091314,3.25055210098122,4.53394576799222
"275...12524","temp_max_1weeklag","Control",28.6555114746094,3.84111586091314,3.24244303032933,4.54513305119743
"6711...12525","temp_max_1weeklag","Control",28.664697265625,3.84462991354437,3.25329429640476,4.53840764763566
"6711...12526","temp_max_1weeklag","Control",28.664697265625,3.84462991354437,3.24517489622225,4.54961055798368
"5221...12527","temp_max_1weeklag","Control",28.6695495605469,3.84648741944854,3.25474067710141,4.54077048289136
"5221...12528","temp_max_1weeklag","Control",28.6695495605469,3.84648741944854,3.24661577787908,4.55198172835829
"7410...12529","temp_max_1weeklag","Control",28.6703430175781,3.84679124450004,3.25497705041074,4.54115724644287
"7410...12530","temp_max_1weeklag","Control",28.6703430175781,3.84679124450004,3.24685124917309,4.55236986016707
"131...12531","temp_max_1weeklag","Control",28.6713806152344,3.84718858894489,3.25528609382424,4.5416631787602
"131...12532","temp_max_1weeklag","Control",28.6713806152344,3.84718858894489,3.2471591118398,4.55287758398482
"6208...12533","temp_max_1weeklag","Control",28.6714416503906,3.84721196337449,3.25530427072564,4.54169294529452
"6208...12534","temp_max_1weeklag","Control",28.6714416503906,3.84721196337449,3.24717721924357,4.55290745598062
"8988...12535","temp_max_1weeklag","Control",28.6724792480469,3.84760934953746,3.25561324195662,4.54219907515338
"8988...12536","temp_max_1weeklag","Control",28.6724792480469,3.84760934953746,3.24748500830169,4.55341538002945
"8989...12537","temp_max_1weeklag","Control",28.6736389160156,3.84805353364437,3.25595848205878,4.54276497051606
"8989...12538","temp_max_1weeklag","Control",28.6736389160156,3.84805353364437,3.24782892555785,4.55398328366978
"4004...12539","temp_max_1weeklag","Control",28.6745849609375,3.84841593082226,3.25624006221234,4.54322679465278
"4004...12540","temp_max_1weeklag","Control",28.6745849609375,3.84841593082226,3.24810942530129,4.55444674848914
"8970...12541","temp_max_1weeklag","Control",28.6760192871094,3.848965434198,3.25666686591784,4.54392727559446
"8970...12542","temp_max_1weeklag","Control",28.6760192871094,3.848965434198,3.24853458882943,4.55514972094732
"142...12543","temp_max_1weeklag","Control",28.6956726074219,3.85650239030604,3.26250184691106,4.55356131533517
"142...12544","temp_max_1weeklag","Control",28.6956726074219,3.85650239030604,3.2543468364441,4.56481838951668
"6776...12545","temp_max_1weeklag","Control",28.7078186035156,3.86116740371109,3.26609567932149,4.55954883250956
"6776...12546","temp_max_1weeklag","Control",28.7078186035156,3.86116740371109,3.25792637734408,4.57082776495
"7394...12547","temp_max_1weeklag","Control",28.7095581054688,3.86183595189478,3.26660960644992,4.56040844301865
"7394...12548","temp_max_1weeklag","Control",28.7095581054688,3.86183595189478,3.2584382425527,4.57169053455521
"8290...12549","temp_max_1weeklag","Control",28.7141967773438,3.86361929028287,3.26797913817695,4.56270331415453
"8290...12550","temp_max_1weeklag","Control",28.7141967773438,3.86361929028287,3.25980225726741,4.57399386506401
"4480...12551","temp_max_1weeklag","Control",28.7182556152344,3.86518035974317,3.26917635576439,4.56471440187484
"4480...12552","temp_max_1weeklag","Control",28.7182556152344,3.86518035974317,3.26099462531956,4.57601239665788
"4479...12553","temp_max_1weeklag","Control",28.7210327148438,3.86624880868789,3.26999490070471,4.56609206391574
"4479...12554","temp_max_1weeklag","Control",28.7210327148438,3.86624880868789,3.26180984024285,4.5773951744326
"4485...12555","temp_max_1weeklag","Control",28.7258239746094,3.8680928431009,3.27140596163605,4.56847207148417
"4485...12556","temp_max_1weeklag","Control",28.7258239746094,3.8680928431009,3.26321513321785,4.57978405115893
"4476...12557","temp_max_1weeklag","Control",28.7318054199219,3.87039613448901,3.27316548958643,4.57144891303913
"4476...12558","temp_max_1weeklag","Control",28.7318054199219,3.87039613448901,3.26496741995001,4.5827720416969
"8285...12559","temp_max_1weeklag","Control",28.7382141113281,3.87286540735888,3.27504816919246,4.574645318658
"8285...12560","temp_max_1weeklag","Control",28.7382141113281,3.87286540735888,3.26684229123778,4.58598048719879
"8360...12561","temp_max_1weeklag","Control",28.7508178710938,3.87772605523345,3.27874313613716,4.58095252427147
"8360...12562","temp_max_1weeklag","Control",28.7508178710938,3.87772605523345,3.27052175126515,4.59231165690386
"4430...12563","temp_max_1weeklag","Control",28.7643371582031,3.88294628423404,3.28269524052542,4.58774878144662
"4430...12564","temp_max_1weeklag","Control",28.7643371582031,3.88294628423404,3.27445700033229,4.59913404053968
"8023...12565","temp_max_1weeklag","Control",28.7835632324219,3.89038170186893,3.2882955222645,4.59746906395273
"8023...12566","temp_max_1weeklag","Control",28.7835632324219,3.89038170186893,3.28003291581071,4.60889223122306
"4560...12567","temp_max_1weeklag","Control",28.7841735839844,3.8906179704712,3.28847292239475,4.59777870670187
"4560...12568","temp_max_1weeklag","Control",28.7841735839844,3.8906179704712,3.28020953479217,4.60920309191186
"4549...12569","temp_max_1weeklag","Control",28.7884155273438,3.8922604176565,3.28970519586486,4.59993253139026
"4549...12570","temp_max_1weeklag","Control",28.7884155273438,3.8922604176565,3.28143636632681,4.61136540596696
"4559...12571","temp_max_1weeklag","Control",28.7890869140625,3.89252043430033,3.28990012658385,4.60027371425149
"4559...12572","temp_max_1weeklag","Control",28.7890869140625,3.89252043430033,3.28163043365657,4.61170793642619
"7473...12573","temp_max_1weeklag","Control",28.80458984375,3.89852909259918,3.29439324296103,4.60817397630456
"7473...12574","temp_max_1weeklag","Control",28.80458984375,3.89852909259918,3.2861034557911,4.61963961680281
"7042...12575","temp_max_1weeklag","Control",28.8533874511719,3.91750031415115,3.3084356634126,4.63331750274582
"7042...12576","temp_max_1weeklag","Control",28.8533874511719,3.91750031415115,3.30008065193087,4.64488581393835
"4554...12577","temp_max_1weeklag","Control",28.8677612304688,3.92310532390997,3.31254296387444,4.64080392351026
"4554...12578","temp_max_1weeklag","Control",28.8677612304688,3.92310532390997,3.30416816851692,4.65240357368284
"4374...12579","temp_max_1weeklag","Control",28.8682189941406,3.92328395373158,3.31267355267137,4.64104294505891
"4374...12580","temp_max_1weeklag","Control",28.8682189941406,3.92328395373158,3.30429812298248,4.65264360150528
"9828...12581","temp_max_1weeklag","Control",28.8691955566406,3.92366505675864,3.31295209735126,4.64155298163954
"9828...12582","temp_max_1weeklag","Control",28.8691955566406,3.92366505675864,3.30457531354093,4.65315578649958
"7031...12583","temp_max_1weeklag","Control",28.8716674804688,3.92462988249596,3.3136568912215,4.64284476610516
"7031...12584","temp_max_1weeklag","Control",28.8716674804688,3.92462988249596,3.3052766744288,4.65445301946149
"3791...12585","temp_max_1weeklag","Control",28.8737731933594,3.92545195057027,3.31425696323271,4.64394602824601
"3791...12586","temp_max_1weeklag","Control",28.8737731933594,3.92545195057027,3.30587381598415,4.65555893459064
"4358...12587","temp_max_1weeklag","Control",28.8815551757813,3.928491461494,3.31647216270212,4.64802272267092
"4358...12588","temp_max_1weeklag","Control",28.8815551757813,3.928491461494,3.30807813711117,4.65965291809178
"6042...12589","temp_max_1weeklag","Control",28.8880859375,3.93104400867636,3.31832820747134,4.65145222800157
"6042...12590","temp_max_1weeklag","Control",28.8880859375,3.93104400867636,3.30992499382237,4.663097046029
"4363...12591","temp_max_1weeklag","Control",28.8912292480469,3.93227313807752,3.31922056643535,4.65310557242487
"4363...12592","temp_max_1weeklag","Control",28.8912292480469,3.93227313807752,3.31081291137729,4.66475746533009
"4346...12593","temp_max_1weeklag","Control",28.8948303222656,3.9336817199148,3.32024210520188,4.65500184807946
"4346...12594","temp_max_1weeklag","Control",28.8948303222656,3.9336817199148,3.31182934665943,4.6666618756645
"9705...12595","temp_max_1weeklag","Control",28.8973937988281,3.9346847340245,3.32096879784102,4.65635314037238
"9705...12596","temp_max_1weeklag","Control",28.8973937988281,3.9346847340245,3.31255239637639,4.66801897793393
"9832...12597","temp_max_1weeklag","Control",28.9002624511719,3.93580744538687,3.32178150414275,4.65786668276411
"9832...12598","temp_max_1weeklag","Control",28.9002624511719,3.93580744538687,3.31336101628073,4.66953904089221
"9833...12599","temp_max_1weeklag","Control",28.9020629882813,3.93651228284974,3.32229133873291,4.65881741784859
"9833...12600","temp_max_1weeklag","Control",28.9020629882813,3.93651228284974,3.31386828072104,4.67049387888588
"7202...12601","temp_max_1weeklag","Control",28.9026428222656,3.93673929017284,3.32245547870901,4.65912370921616
"7202...12602","temp_max_1weeklag","Control",28.9026428222656,3.93673929017284,3.31403159215443,4.67080149320631
"9724...12603","temp_max_1weeklag","Control",28.9110046386719,3.94001437100955,3.32482016442216,4.66354738771516
"9724...12604","temp_max_1weeklag","Control",28.9110046386719,3.94001437100955,3.31638428243192,4.67524434095601
"9740...12605","temp_max_1weeklag","Control",28.9112182617188,3.9400980751775,3.32488051766227,4.66366056398925
"9740...12606","temp_max_1weeklag","Control",28.9112182617188,3.9400980751775,3.31644432806844,4.67535800918274
"4341...12607","temp_max_1weeklag","Control",28.9120422363281,3.9404209500857,3.32511328146248,4.66409717694401
"4341...12608","temp_max_1weeklag","Control",28.9120422363281,3.9404209500857,3.31667590486064,4.67579652070888
"9726...12609","temp_max_1weeklag","Control",28.9146057128906,3.94142561206925,3.3258371585608,4.6654562993049
"9726...12610","temp_max_1weeklag","Control",28.9146057128906,3.94142561206925,3.31739608359098,4.67716156029829
"9736...12611","temp_max_1weeklag","Control",28.9179626464844,3.942741612318,3.32678445908446,4.66723786715044
"9736...12612","temp_max_1weeklag","Control",28.9179626464844,3.942741612318,3.31833852853191,4.67895090107395
"6036...12613","temp_max_1weeklag","Control",28.9211364746094,3.94398621824238,3.32767942781196,4.66892409945768
"6036...12614","temp_max_1weeklag","Control",28.9211364746094,3.94398621824238,3.31922889351104,4.68064450755676
"6191...12615","temp_max_1weeklag","Control",28.93203125,3.94826143438167,3.33074669496883,4.67472603436913
"6191...12616","temp_max_1weeklag","Control",28.93203125,3.94826143438167,3.32228026119805,4.6864719423636
"9798...12617","temp_max_1weeklag","Control",28.9375549316406,3.95043067824162,3.33229891879645,4.67767569285418
"9798...12618","temp_max_1weeklag","Control",28.9375549316406,3.95043067824162,3.32382436703902,4.68943463985246
"9827...12619","temp_max_1weeklag","Control",28.9453063964844,3.95347673770132,3.33447390125824,4.68182414407736
"9827...12620","temp_max_1weeklag","Control",28.9453063964844,3.95347673770132,3.32598789286504,4.69360151435596
"9834...12621","temp_max_1weeklag","Control",28.9511657714844,3.95578076527659,3.33611544443905,4.68496707665986
"9834...12622","temp_max_1weeklag","Control",28.9511657714844,3.95578076527659,3.32762072590836,4.69675847047907
"9831...12623","temp_max_1weeklag","Control",28.9560485839844,3.95770177167258,3.33748172863431,4.68759085558085
"9831...12624","temp_max_1weeklag","Control",28.9560485839844,3.95770177167258,3.3289797187816,4.69939399969937
"6185...12625","temp_max_1weeklag","Control",28.9742980957031,3.96488945461618,3.34257479853175,4.69743482429941
"6185...12626","temp_max_1weeklag","Control",28.9742980957031,3.96488945461618,3.33404527295568,4.70928240079553
"6059...12627","temp_max_1weeklag","Control",28.9786926269531,3.96662213665075,3.34379806330199,4.69981414490251
"6059...12628","temp_max_1weeklag","Control",28.9786926269531,3.96662213665075,3.33526184958165,4.71167254246967
"11679...12629","temp_max_1weeklag","Control",28.9878173828125,3.97022217715134,3.34633412319717,4.70476553799178
"11679...12630","temp_max_1weeklag","Control",28.9878173828125,3.97022217715134,3.33778394513876,4.71664655522574
"6187...12631","temp_max_1weeklag","Control",28.9988037109375,3.97456083011319,3.34938056983281,4.71074678874695
"6187...12632","temp_max_1weeklag","Control",28.9988037109375,3.97456083011319,3.34081344043679,4.72265531083128
"11672...12633","temp_max_1weeklag","Control",29.0013977050781,3.97558589734894,3.3500987540367,4.71216217182467
"11672...12634","temp_max_1weeklag","Control",29.0013977050781,3.97558589734894,3.34152760023934,4.72407723125724
"11683...12635","temp_max_1weeklag","Control",29.0015502929688,3.97564620331317,3.35014098689979,4.71224546705718
"11683...12636","temp_max_1weeklag","Control",29.0015502929688,3.97564620331317,3.34156959611129,4.72416091155314
"6057...12637","temp_max_1weeklag","Control",29.0028625488281,3.97616487080561,3.3505041286825,4.71296197762998
"6057...12638","temp_max_1weeklag","Control",29.0028625488281,3.97616487080561,3.34193069857021,4.72488073602654
"11733...12639","temp_max_1weeklag","Control",29.0163513183594,3.98150005156529,3.35423057315589,4.72034486400277
"11733...12640","temp_max_1weeklag","Control",29.0163513183594,3.98150005156529,3.34563605611904,4.73229793094388
"6203...12641","temp_max_1weeklag","Control",29.0231872558594,3.98420647285654,3.35611469690797,4.7240988257658
"6203...12642","temp_max_1weeklag","Control",29.0231872558594,3.98420647285654,3.34750940665123,4.73606945024095
"9735...12643","temp_max_1weeklag","Control",29.0245300292969,3.98473829849051,3.35648444586797,4.7248371922521
"9735...12644","temp_max_1weeklag","Control",29.0245300292969,3.98473829849051,3.34787703260002,4.73681127900419
"347...12645","temp_max_1weeklag","Control",29.026513671875,3.98552407450357,3.3570304576579,4.72592855051551
"347...12646","temp_max_1weeklag","Control",29.026513671875,3.98552407450357,3.34841990401329,4.73790776009333
"11732...12647","temp_max_1weeklag","Control",29.0280700683594,3.98614071043186,3.35745869304331,4.72678533934529
"11732...12648","temp_max_1weeklag","Control",29.0280700683594,3.98614071043186,3.34884567197946,4.73876857513397
"9739...12649","temp_max_1weeklag","Control",29.0285278320313,3.98632209134243,3.35758461553721,4.72703741845542
"9739...12650","temp_max_1weeklag","Control",29.0285278320313,3.98632209134243,3.34897086818768,4.73902183955561
"11725...12651","temp_max_1weeklag","Control",29.0309692382813,3.98728958980893,3.35825597889724,4.72838247294899
"11725...12652","temp_max_1weeklag","Control",29.0309692382813,3.98728958980893,3.34963835361719,4.74037322440021
"10008...12653","temp_max_1weeklag","Control",29.0327087402344,3.98797906976916,3.35873409592387,4.72934147428853
"10008...12654","temp_max_1weeklag","Control",29.0327087402344,3.98797906976916,3.350113703091,4.74133674504446
"349...12655","temp_max_1weeklag","Control",29.0328308105469,3.98802745861847,3.35876764083047,4.72940879293972
"349...12656","temp_max_1weeklag","Control",29.0328308105469,3.98802745861847,3.35014705364192,4.74140438111888
"10025...12657","temp_max_1weeklag","Control",29.0364929199219,3.98947938580175,3.35977355116098,4.73142959124795
"10025...12658","temp_max_1weeklag","Control",29.0364929199219,3.98947938580175,3.35114712467833,4.743434719143
"9997...12659","temp_max_1weeklag","Control",29.0478759765625,3.9939956950525,3.36289486062918,4.73772621819786
"9997...12660","temp_max_1weeklag","Control",29.0478759765625,3.9939956950525,3.35425017715637,4.74976120910168
"9734...12661","temp_max_1weeklag","Control",29.0545593261719,3.9966496445105,3.36472367941409,4.74143396426046
"9734...12662","temp_max_1weeklag","Control",29.0545593261719,3.9966496445105,3.35606820165032,4.75348663707561
"9995...12663","temp_max_1weeklag","Control",29.05556640625,3.99704970119815,3.36499901133196,4.74199335857075
"9995...12664","temp_max_1weeklag","Control",29.05556640625,3.99704970119815,3.35634190222136,4.75404870530624
"10056...12665","temp_max_1weeklag","Control",29.0635620117188,4.00022727100332,3.36718271836969,4.74644105110949
"10056...12666","temp_max_1weeklag","Control",29.0635620117188,4.00022727100332,3.35851261267752,4.758517715686
"6209...12667","temp_max_1weeklag","Control",29.0700317382813,4.00280020615523,3.36894674940605,4.75004832288154
"6209...12668","temp_max_1weeklag","Control",29.0700317382813,4.00280020615523,3.36026606934523,4.76214235215144
"10054...12669","temp_max_1weeklag","Control",29.0710388183594,4.00320085282979,3.36922110294437,4.7506105061681
"10054...12670","temp_max_1weeklag","Control",29.0710388183594,4.00320085282979,3.36053877220558,4.76270724769963
"6205...12671","temp_max_1weeklag","Control",29.087548828125,4.00977451168661,3.37370977760432,4.75985279974857
"6205...12672","temp_max_1weeklag","Control",29.087548828125,4.00977451168661,3.36500020664421,4.7719943620273
"9134...12673","temp_max_1weeklag","Control",29.0898681640625,4.01069881138411,3.37433898254544,4.76115507374195
"9134...12674","temp_max_1weeklag","Control",29.0898681640625,4.01069881138411,3.36562555783937,4.77330298625766
"9150...12675","temp_max_1weeklag","Control",29.0909362792969,4.0111245443753,3.37462863486914,4.76175512929441
"9150...12676","temp_max_1weeklag","Control",29.0909362792969,4.0111245443753,3.36591343317464,4.77390597071965
"8137...12677","temp_max_1weeklag","Control",29.1132141113281,4.02001399458778,3.38065371956952,4.7743171751642
"8137...12678","temp_max_1weeklag","Control",29.1132141113281,4.02001399458778,3.37190113377684,4.78652974642586
"9137...12679","temp_max_1weeklag","Control",29.1175476074219,4.02174536693674,3.38182212837409,4.77677108692537
"9137...12680","temp_max_1weeklag","Control",29.1175476074219,4.02174536693674,3.3730621994766,4.78899580813821
"10084...12681","temp_max_1weeklag","Control",29.1543518066406,4.03647866567195,3.39169837356998,4.79774783139906
"10084...12682","temp_max_1weeklag","Control",29.1543518066406,4.03647866567195,3.38287514892907,4.81007761090541
"10026...12683","temp_max_1weeklag","Control",29.1548400878906,4.03667447943213,3.39182883793615,4.79802776334363
"10026...12684","temp_max_1weeklag","Control",29.1548400878906,4.03667447943213,3.38300476237595,4.81035895915414
"10009...12685","temp_max_1weeklag","Control",29.1588073730469,4.03826580358985,3.39288831514886,4.80030379660143
"10009...12686","temp_max_1weeklag","Control",29.1588073730469,4.03826580358985,3.38405731504436,4.81264652173429
"5628...12687","temp_max_1weeklag","Control",29.1712585449219,4.04326401668591,3.39620713926906,4.8074653860351
"5628...12688","temp_max_1weeklag","Control",29.1712585449219,4.04326401668591,3.38735428166905,4.81984454827022
"5627...12689","temp_max_1weeklag","Control",29.1714416503906,4.04333756401368,3.39625587424626,4.80757091116679
"5627...12690","temp_max_1weeklag","Control",29.1714416503906,4.04333756401368,3.38740269379829,4.81995061210271
"8165...12691","temp_max_1weeklag","Control",29.1918273925781,4.05153385108575,3.40166881623049,4.81935701854437
"8165...12692","temp_max_1weeklag","Control",29.1918273925781,4.05153385108575,3.39277943617847,4.8317972136406
"9996...12693","temp_max_1weeklag","Control",29.1925598144531,4.05182862440902,3.40186281861484,4.81978186021752
"9996...12694","temp_max_1weeklag","Control",29.1925598144531,4.05182862440902,3.39297212855119,4.83222424789925
"6263...12695","temp_max_1weeklag","Control",29.1936584472656,4.05227082290831,3.40215376057133,4.82041930336107
"6263...12696","temp_max_1weeklag","Control",29.1936584472656,4.05227082290831,3.39326110426571,4.83286498241137
"9223...12697","temp_max_1weeklag","Control",29.2050720214844,4.05686750919156,3.40517195416893,4.8270544534869
"9223...12698","temp_max_1weeklag","Control",29.2050720214844,4.05686750919156,3.39625878393048,4.83953450301794
"9998...12699","temp_max_1weeklag","Control",29.2055603027344,4.05706427022,3.40530089709259,4.82733883207156
"9998...12700","temp_max_1weeklag","Control",29.2055603027344,4.05706427022,3.39638684572059,4.83982035919402
"9220...12701","temp_max_1weeklag","Control",29.2091613769531,4.05851566508335,3.40625140151222,4.82943744669057
"9220...12702","temp_max_1weeklag","Control",29.2091613769531,4.05851566508335,3.39733084283804,4.84192988928888
"9227...12703","temp_max_1weeklag","Control",29.2123352050781,4.05979527281333,3.40708847804476,4.83128900433298
"9227...12704","temp_max_1weeklag","Control",29.2123352050781,4.05979527281333,3.39816217106971,4.84379109398478
"7788...12705","temp_max_1weeklag","Control",29.2184997558594,4.06228176887091,3.4087125832814,4.83489046952023
"7788...12706","temp_max_1weeklag","Control",29.2184997558594,4.06228176887091,3.39977507642245,4.84741136803425
"7780...12707","temp_max_1weeklag","Control",29.2294555664063,4.06670443820036,3.41159327929938,4.84130794143959
"7780...12708","temp_max_1weeklag","Control",29.2294555664063,4.06670443820036,3.40263575407388,4.85386250000147
"2548...12709","temp_max_1weeklag","Control",29.2672668457031,4.08200363424108,3.42147942158539,4.86362192183448
"2548...12710","temp_max_1weeklag","Control",29.2672668457031,4.08200363424108,3.41245169470396,4.8762949358713
"8682...12711","temp_max_1weeklag","Control",29.2780090332031,4.08636017952802,3.42427235209336,4.87000818874385
"8682...12712","temp_max_1weeklag","Control",29.2780090332031,4.08636017952802,3.41522436724129,4.88271550298974
"10058...12713","temp_max_1weeklag","Control",29.293359375,4.0925933098069,3.42825137985326,4.87917000962373
"10058...12714","temp_max_1weeklag","Control",29.293359375,4.0925933098069,3.41917420696216,4.89192683520591
"8675...12715","temp_max_1weeklag","Control",29.2936340332031,4.09270491983385,3.42832244684403,4.87933432445707
"8675...12716","temp_max_1weeklag","Control",29.2936340332031,4.09270491983385,3.41924474913634,4.89209204125549
"10055...12717","temp_max_1weeklag","Control",29.2949768066406,4.09325061080088,3.42866982061868,4.8801378365805
"10055...12718","temp_max_1weeklag","Control",29.2949768066406,4.09325061080088,3.41958955584428,4.89289991313258
"7741...12719","temp_max_1weeklag","Control",29.3178955078125,4.10257531023751,3.43458229521276,4.89390229288127
"7741...12720","temp_max_1weeklag","Control",29.3178955078125,4.10257531023751,3.42545788384867,4.90673947297745
"7848...12721","temp_max_1weeklag","Control",29.3234497070313,4.10483815004927,3.43601044754345,4.89725223042734
"7848...12722","temp_max_1weeklag","Control",29.3234497070313,4.10483815004927,3.42687524347632,4.91010780780013
"7843...12723","temp_max_1weeklag","Control",29.3353820800781,4.10970356659877,3.43907244694329,4.90446782292877
"7843...12724","temp_max_1weeklag","Control",29.3353820800781,4.10970356659877,3.42991393261077,4.91736318334095
"3639...12725","temp_max_1weeklag","Control",29.3601623535156,4.11982534523194,3.44540457546054,4.91953437335086
"3639...12726","temp_max_1weeklag","Control",29.3601623535156,4.11982534523194,3.43619711424346,4.93251348272378
"7854...12727","temp_max_1weeklag","Control",29.3686767578125,4.12330865234404,3.44757195500117,4.92473664889512
"7854...12728","temp_max_1weeklag","Control",29.3686767578125,4.12330865234404,3.43834750880311,4.93774488642597
"9797...12729","temp_max_1weeklag","Control",29.4078308105469,4.13936318298185,3.45748446270425,4.94882730169773
"9797...12730","temp_max_1weeklag","Control",29.4078308105469,4.13936318298185,3.44818081645699,4.96197180750153
"11734...12731","temp_max_1weeklag","Control",29.4709411621094,4.16536659770972,3.47327630261019,4.98823719824275
"11734...12732","temp_max_1weeklag","Control",29.4709411621094,4.16536659770972,3.46384125058149,5.00160937468757
"11722...12733","temp_max_1weeklag","Control",29.4795166015625,4.16891197991885,3.47540464207168,4.99364737972415
"11722...12734","temp_max_1weeklag","Control",29.4795166015625,4.16891197991885,3.46595138099008,5.00705125683606
"11678...12735","temp_max_1weeklag","Control",29.4797302246094,4.16900033588563,3.47545760833791,4.99378232133455
"11678...12736","temp_max_1weeklag","Control",29.4797302246094,4.16900033588563,3.46600389257669,5.00718699047879
"11731...12737","temp_max_1weeklag","Control",29.4811950683594,4.16960625362527,3.475820736448,4.99470785575211
"11731...12738","temp_max_1weeklag","Control",29.4811950683594,4.16960625362527,3.46636390147935,5.00811795903435
"11680...12739","temp_max_1weeklag","Control",29.4898315429688,4.17318035626399,3.47795922894541,5.00017247635813
"11680...12740","temp_max_1weeklag","Control",29.4898315429688,4.17318035626399,3.46848395386868,5.01361472695624
"11673...12741","temp_max_1weeklag","Control",29.4999938964844,4.17738967834984,3.48047019442817,5.00661970845603
"11673...12742","temp_max_1weeklag","Control",29.4999938964844,4.17738967834984,3.47097311245891,5.02010002380446
"8515...12743","temp_max_1weeklag","Control",29.506982421875,4.18028673342213,3.48219360689389,5.01106413665963
"8515...12744","temp_max_1weeklag","Control",29.506982421875,4.18028673342213,3.47268146048051,5.02457077780209
"3230...12745","temp_max_1weeklag","Control",29.5525756835938,4.19923438169722,3.49337074663864,5.04027450564424
"3230...12746","temp_max_1weeklag","Control",29.5525756835938,4.19923438169722,3.48375896496012,5.05395587967136
"8287...12747","temp_max_1weeklag","Control",29.5690246582031,4.20609038331809,3.49737516399546,5.05090432582328
"8287...12748","temp_max_1weeklag","Control",29.5690246582031,4.20609038331809,3.48772686333375,5.06465000913717
"8288...12749","temp_max_1weeklag","Control",29.5955749511719,4.21717924016253,3.50380769879855,5.06816410209029
"8288...12750","temp_max_1weeklag","Control",29.5955749511719,4.21717924016253,3.4940998172994,5.08201500741727
"8300...12751","temp_max_1weeklag","Control",29.6078735351563,4.22232526882805,3.50677449105823,5.07620189125765
"8300...12752","temp_max_1weeklag","Control",29.6078735351563,4.22232526882805,3.49703874606555,5.09010213175866
"1030...12753","temp_max_1weeklag","Control",29.6539855957031,4.24167317787061,3.51782637559321,5.10657938748367
"1030...12754","temp_max_1weeklag","Control",29.6539855957031,4.24167317787061,3.50798468089373,5.12066795468513
"1045...12755","temp_max_1weeklag","Control",29.6547790527344,4.24200684061751,3.51801556380294,5.10710542266473
"1045...12756","temp_max_1weeklag","Control",29.6547790527344,4.24200684061751,3.50817202569743,5.12119727672192
"7936...12757","temp_max_1weeklag","Control",29.6733337402344,4.24981657103608,3.52243026134312,5.11943860675652
"7936...12758","temp_max_1weeklag","Control",29.6733337402344,4.24981657103608,3.51254342125431,5.13360776912673
"5707...12759","temp_max_1weeklag","Control",29.6813903808594,4.25321191482181,3.52434158024086,5.12481294273251
"5707...12760","temp_max_1weeklag","Control",29.6813903808594,4.25321191482181,3.51443582206072,5.13901593979775
"998...12761","temp_max_1weeklag","Control",29.6822143554688,4.25355931196641,3.52453686603446,5.12536324371816
"998...12762","temp_max_1weeklag","Control",29.6822143554688,4.25355931196641,3.5146291691046,5.13956971024882
"986...12763","temp_max_1weeklag","Control",29.6824890136719,4.25367511703991,3.52460195347429,5.12554670430491
"986...12764","temp_max_1weeklag","Control",29.6824890136719,4.25367511703991,3.514693610132,5.13975432769924
"8368...12765","temp_max_1weeklag","Control",29.6843200683594,4.25444722785975,3.52503576980022,5.12677011891295
"8368...12766","temp_max_1weeklag","Control",29.6843200683594,4.25444722785975,3.51512311496572,5.14098545952603
"5718...12767","temp_max_1weeklag","Control",29.6852966308594,4.25485907505485,3.52526706747128,5.12742285133964
"5718...12768","temp_max_1weeklag","Control",29.6852966308594,4.25485907505485,3.51535211169844,5.14164231121193
"5694...12769","temp_max_1weeklag","Control",29.6856628417969,4.25501352757461,3.52535379136367,5.12766766987313
"5694...12770","temp_max_1weeklag","Control",29.6856628417969,4.25501352757461,3.51543797247436,5.14188867507905
"997...12771","temp_max_1weeklag","Control",29.6869140625,4.25554128077449,3.52565004560772,5.12850431375379
"997...12772","temp_max_1weeklag","Control",29.6869140625,4.25554128077449,3.51573127664845,5.14273060136595
"5703...12773","temp_max_1weeklag","Control",29.6874328613281,4.25576012361555,3.52577285896952,5.12885129680151
"5703...12774","temp_max_1weeklag","Control",29.6874328613281,4.25576012361555,3.51585286631665,5.14307977582146
